# q=  0.25000000E-03  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      40     -0.26899116E-01     -0.27023291E-01     -0.35740916E-05     -0.11076002E-04
      41     -0.26903942E-01     -0.27023291E-01     -0.36467046E-05     -0.11076002E-04
      42     -0.26908728E-01     -0.27023291E-01     -0.37206276E-05     -0.11076002E-04
      43     -0.26911147E-01     -0.27023291E-01     -0.38022145E-05     -0.11076002E-04
      44     -0.26913649E-01     -0.27023291E-01     -0.38831638E-05     -0.11076002E-04
      45     -0.26917057E-01     -0.27023291E-01     -0.39706048E-05     -0.11076002E-04
      46     -0.26920487E-01     -0.27023291E-01     -0.40604391E-05     -0.11076002E-04
      47     -0.26923598E-01     -0.27023291E-01     -0.41583837E-05     -0.11076002E-04
      48     -0.26926689E-01     -0.27023291E-01     -0.42580746E-05     -0.11076002E-04
      49     -0.26928246E-01     -0.27023291E-01     -0.43894228E-05     -0.11076002E-04
      50     -0.26929912E-01     -0.27023291E-01     -0.45202928E-05     -0.11076002E-04
      51     -0.26931602E-01     -0.27023291E-01     -0.46712152E-05     -0.11076002E-04
      52     -0.26933184E-01     -0.27023291E-01     -0.48235393E-05     -0.11076002E-04
 
# q=  0.00000000E+00  0.25000000E+00  0.25000000E+00  (qpt 4)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.37853178E-02     -0.20018767E-01     -0.11124253E-06     -0.97360032E-05
       2     -0.75727881E-02     -0.20018767E-01     -0.22249852E-06     -0.97360032E-05
       3     -0.99453171E-02     -0.20018767E-01     -0.28360503E-06     -0.97360032E-05
       4     -0.12353769E-01     -0.20018767E-01     -0.34464861E-06     -0.97360032E-05
       5     -0.14264232E-01     -0.20018767E-01     -0.40876176E-06     -0.97360032E-05
       6     -0.16171821E-01     -0.20018767E-01     -0.47392602E-06     -0.97360032E-05
       7     -0.17304004E-01     -0.20018767E-01     -0.53309872E-06     -0.97360032E-05
       8     -0.18436179E-01     -0.20018767E-01     -0.59213113E-06     -0.97360032E-05
       9     -0.18822113E-01     -0.20018767E-01     -0.65830240E-06     -0.97360032E-05
      10     -0.19214741E-01     -0.20018767E-01     -0.72401302E-06     -0.97360032E-05
      11     -0.19400326E-01     -0.20018767E-01     -0.81418303E-06     -0.97360032E-05
      12     -0.19586957E-01     -0.20018767E-01     -0.89921683E-06     -0.97360032E-05
      13     -0.19650059E-01     -0.20018767E-01     -0.98573987E-06     -0.97360032E-05
      14     -0.19713161E-01     -0.20018767E-01     -0.10738927E-05     -0.97360032E-05
      15     -0.19762077E-01     -0.20018767E-01     -0.11458522E-05     -0.97360032E-05
      16     -0.19810994E-01     -0.20018767E-01     -0.12194410E-05     -0.97360032E-05
      17     -0.19854969E-01     -0.20018767E-01     -0.12717624E-05     -0.97360032E-05
      18     -0.19898291E-01     -0.20018767E-01     -0.13247579E-05     -0.97360032E-05
      19     -0.19921204E-01     -0.20018767E-01     -0.13732953E-05     -0.97360032E-05
      20     -0.19943926E-01     -0.20018767E-01     -0.14223106E-05     -0.97360032E-05
      21     -0.19950885E-01     -0.20018767E-01     -0.15173192E-05     -0.97360032E-05
      22     -0.19957883E-01     -0.20018767E-01     -0.16121755E-05     -0.97360032E-05
      23     -0.19961914E-01     -0.20018767E-01     -0.16853615E-05     -0.97360032E-05
      24     -0.19965912E-01     -0.20018767E-01     -0.17586352E-05     -0.97360032E-05
      25     -0.19968830E-01     -0.20018767E-01     -0.18786678E-05     -0.97360032E-05
      26     -0.19971748E-01     -0.20018767E-01     -0.19991965E-05     -0.97360032E-05
      27     -0.19974063E-01     -0.20018767E-01     -0.21051055E-05     -0.97360032E-05
      28     -0.19976378E-01     -0.20018767E-01     -0.22113038E-05     -0.97360032E-05
      29     -0.19978364E-01     -0.20018767E-01     -0.23227238E-05     -0.97360032E-05
      30     -0.19980350E-01     -0.20018767E-01     -0.24360030E-05     -0.97360032E-05
      31     -0.19981639E-01     -0.20018767E-01     -0.25417153E-05     -0.97360032E-05
      32     -0.19982928E-01     -0.20018767E-01     -0.26415769E-05     -0.97360032E-05
      33     -0.19983837E-01     -0.20018767E-01     -0.27331224E-05     -0.97360032E-05
      34     -0.19984745E-01     -0.20018767E-01     -0.28242683E-05     -0.97360032E-05
      35     -0.19985471E-01     -0.20018767E-01     -0.28892349E-05     -0.97360032E-05
      36     -0.19986193E-01     -0.20018767E-01     -0.29539988E-05     -0.97360032E-05
      37     -0.19987241E-01     -0.20018767E-01     -0.30439160E-05     -0.97360032E-05
      38     -0.19988289E-01     -0.20018767E-01     -0.31327691E-05     -0.97360032E-05
      39     -0.19988921E-01     -0.20018767E-01     -0.31946957E-05     -0.97360032E-05
      40     -0.19989577E-01     -0.20018767E-01     -0.32568065E-05     -0.97360032E-05
      41     -0.19990725E-01     -0.20018767E-01     -0.33129260E-05     -0.97360032E-05
      42     -0.19991882E-01     -0.20018767E-01     -0.33694535E-05     -0.97360032E-05
      43     -0.19992553E-01     -0.20018767E-01     -0.34166768E-05     -0.97360032E-05
      44     -0.19993228E-01     -0.20018767E-01     -0.34636399E-05     -0.97360032E-05
      45     -0.19993950E-01     -0.20018767E-01     -0.35439728E-05     -0.97360032E-05
      46     -0.19994670E-01     -0.20018767E-01     -0.36249962E-05     -0.97360032E-05
      47     -0.19995314E-01     -0.20018767E-01     -0.37246228E-05     -0.97360032E-05
      48     -0.19995956E-01     -0.20018767E-01     -0.38247071E-05     -0.97360032E-05
      49     -0.19996328E-01     -0.20018767E-01     -0.39169700E-05     -0.97360032E-05
      50     -0.19996701E-01     -0.20018767E-01     -0.40098217E-05     -0.97360032E-05
      51     -0.19997135E-01     -0.20018767E-01     -0.41567495E-05     -0.97360032E-05
      52     -0.19997569E-01     -0.20018767E-01     -0.43026402E-05     -0.97360032E-05
 
# q=  0.00000000E+00  0.25000000E+00  0.50000000E+00  (qpt 5)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.44827044E-02     -0.30424780E-01     -0.10901375E-06     -0.83272771E-05
       2     -0.89560921E-02     -0.30424780E-01     -0.21952739E-06     -0.83272771E-05
       3     -0.12122655E-01     -0.30424780E-01     -0.29695815E-06     -0.83272771E-05
       4     -0.15252823E-01     -0.30424780E-01     -0.37638983E-06     -0.83272771E-05
       5     -0.17899695E-01     -0.30424780E-01     -0.46479108E-06     -0.83272771E-05
       6     -0.20552872E-01     -0.30424780E-01     -0.55308278E-06     -0.83272771E-05
       7     -0.22430309E-01     -0.30424780E-01     -0.61343117E-06     -0.83272771E-05
       8     -0.24304062E-01     -0.30424780E-01     -0.67242511E-06     -0.83272771E-05
       9     -0.25255622E-01     -0.30424780E-01     -0.75980558E-06     -0.83272771E-05
      10     -0.26215091E-01     -0.30424780E-01     -0.84755328E-06     -0.83272771E-05
      11     -0.26921126E-01     -0.30424780E-01     -0.93869117E-06     -0.83272771E-05
      12     -0.27628178E-01     -0.30424780E-01     -0.10322309E-05     -0.83272771E-05
      13     -0.28038854E-01     -0.30424780E-01     -0.10748680E-05     -0.83272771E-05
      14     -0.28449092E-01     -0.30424780E-01     -0.11176987E-05     -0.83272771E-05
      15     -0.28819487E-01     -0.30424780E-01     -0.11674472E-05     -0.83272771E-05
      16     -0.29179485E-01     -0.30424780E-01     -0.12170596E-05     -0.83272771E-05
      17     -0.29443185E-01     -0.30424780E-01     -0.12644361E-05     -0.83272771E-05
      18     -0.29688597E-01     -0.30424780E-01     -0.13118502E-05     -0.83272771E-05
      19     -0.29827896E-01     -0.30424780E-01     -0.13805439E-05     -0.83272771E-05
      20     -0.29955154E-01     -0.30424780E-01     -0.14495828E-05     -0.83272771E-05
      21     -0.30000953E-01     -0.30424780E-01     -0.15306777E-05     -0.83272771E-05
      22     -0.30047975E-01     -0.30424780E-01     -0.16120850E-05     -0.83272771E-05
      23     -0.30075584E-01     -0.30424780E-01     -0.16870999E-05     -0.83272771E-05
      24     -0.30102623E-01     -0.30424780E-01     -0.17615711E-05     -0.83272771E-05
      25     -0.30126536E-01     -0.30424780E-01     -0.18140995E-05     -0.83272771E-05
      26     -0.30151418E-01     -0.30424780E-01     -0.18664585E-05     -0.83272771E-05
      27     -0.30179033E-01     -0.30424780E-01     -0.19431383E-05     -0.83272771E-05
      28     -0.30205512E-01     -0.30424780E-01     -0.20208669E-05     -0.83272771E-05
      29     -0.30227484E-01     -0.30424780E-01     -0.21007491E-05     -0.83272771E-05
      30     -0.30249875E-01     -0.30424780E-01     -0.21801667E-05     -0.83272771E-05
      31     -0.30263236E-01     -0.30424780E-01     -0.22717035E-05     -0.83272771E-05
      32     -0.30275633E-01     -0.30424780E-01     -0.23648212E-05     -0.83272771E-05
      33     -0.30281567E-01     -0.30424780E-01     -0.24778427E-05     -0.83272771E-05
      34     -0.30287756E-01     -0.30424780E-01     -0.25899946E-05     -0.83272771E-05
      35     -0.30293762E-01     -0.30424780E-01     -0.26866849E-05     -0.83272771E-05
      36     -0.30299807E-01     -0.30424780E-01     -0.27830600E-05     -0.83272771E-05
      37     -0.30304422E-01     -0.30424780E-01     -0.28686006E-05     -0.83272771E-05
      38     -0.30309041E-01     -0.30424780E-01     -0.29521303E-05     -0.83272771E-05
      39     -0.30312400E-01     -0.30424780E-01     -0.30192837E-05     -0.83272771E-05
      40     -0.30315870E-01     -0.30424780E-01     -0.30833310E-05     -0.83272771E-05
      41     -0.30320312E-01     -0.30424780E-01     -0.31527549E-05     -0.83272771E-05
      42     -0.30324752E-01     -0.30424780E-01     -0.32234853E-05     -0.83272771E-05
      43     -0.30327796E-01     -0.30424780E-01     -0.33048427E-05     -0.83272771E-05
      44     -0.30330831E-01     -0.30424780E-01     -0.33884558E-05     -0.83272771E-05
      45     -0.30333817E-01     -0.30424780E-01     -0.34406405E-05     -0.83272771E-05
      46     -0.30336798E-01     -0.30424780E-01     -0.34915036E-05     -0.83272771E-05
      47     -0.30339566E-01     -0.30424780E-01     -0.35564592E-05     -0.83272771E-05
      48     -0.30342357E-01     -0.30424780E-01     -0.36224422E-05     -0.83272771E-05
      49     -0.30343603E-01     -0.30424780E-01     -0.37420945E-05     -0.83272771E-05
      50     -0.30344881E-01     -0.30424780E-01     -0.38610066E-05     -0.83272771E-05
      51     -0.30346342E-01     -0.30424780E-01     -0.39378906E-05     -0.83272771E-05
      52     -0.30347760E-01     -0.30424780E-01     -0.40151917E-05     -0.83272771E-05
 
# q=  0.00000000E+00  0.25000000E+00  0.75000000E+00  (qpt 6)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.45919700E-02     -0.27278854E-01     -0.87815316E-07     -0.72797297E-05
       2     -0.92198507E-02     -0.27278854E-01     -0.17604677E-06     -0.72797297E-05
       3     -0.12078523E-01     -0.27278854E-01     -0.24394874E-06     -0.72797297E-05
       4     -0.14996016E-01     -0.27278854E-01     -0.31101213E-06     -0.72797297E-05
       5     -0.17347466E-01     -0.27278854E-01     -0.39625354E-06     -0.72797297E-05
       6     -0.19711519E-01     -0.27278854E-01     -0.48116852E-06     -0.72797297E-05
       7     -0.21322103E-01     -0.27278854E-01     -0.53708605E-06     -0.72797297E-05
       8     -0.22929825E-01     -0.27278854E-01     -0.59385506E-06     -0.72797297E-05
       9     -0.23713493E-01     -0.27278854E-01     -0.68767309E-06     -0.72797297E-05
      10     -0.24470846E-01     -0.27278854E-01     -0.78145348E-06     -0.72797297E-05
      11     -0.24994959E-01     -0.27278854E-01     -0.87967077E-06     -0.72797297E-05
      12     -0.25516741E-01     -0.27278854E-01     -0.97772123E-06     -0.72797297E-05
      13     -0.25826347E-01     -0.27278854E-01     -0.10246947E-05     -0.72797297E-05
      14     -0.26134149E-01     -0.27278854E-01     -0.10717810E-05     -0.72797297E-05
      15     -0.26378145E-01     -0.27278854E-01     -0.11205400E-05     -0.72797297E-05
      16     -0.26629821E-01     -0.27278854E-01     -0.11692533E-05     -0.72797297E-05
      17     -0.26781963E-01     -0.27278854E-01     -0.12162836E-05     -0.72797297E-05
      18     -0.26939559E-01     -0.27278854E-01     -0.12626980E-05     -0.72797297E-05
      19     -0.26996616E-01     -0.27278854E-01     -0.13290842E-05     -0.72797297E-05
      20     -0.27057571E-01     -0.27278854E-01     -0.13949573E-05     -0.72797297E-05
      21     -0.27077178E-01     -0.27278854E-01     -0.14892423E-05     -0.72797297E-05
      22     -0.27096731E-01     -0.27278854E-01     -0.15836879E-05     -0.72797297E-05
      23     -0.27111774E-01     -0.27278854E-01     -0.16575308E-05     -0.72797297E-05
      24     -0.27126860E-01     -0.27278854E-01     -0.17312966E-05     -0.72797297E-05
      25     -0.27139162E-01     -0.27278854E-01     -0.17817490E-05     -0.72797297E-05
      26     -0.27151569E-01     -0.27278854E-01     -0.18313245E-05     -0.72797297E-05
      27     -0.27162662E-01     -0.27278854E-01     -0.18974880E-05     -0.72797297E-05
      28     -0.27173662E-01     -0.27278854E-01     -0.19602426E-05     -0.72797297E-05
      29     -0.27179517E-01     -0.27278854E-01     -0.20339418E-05     -0.72797297E-05
      30     -0.27185402E-01     -0.27278854E-01     -0.21081323E-05     -0.72797297E-05
      31     -0.27190374E-01     -0.27278854E-01     -0.21930875E-05     -0.72797297E-05
      32     -0.27195332E-01     -0.27278854E-01     -0.22775689E-05     -0.72797297E-05
      33     -0.27197576E-01     -0.27278854E-01     -0.23581845E-05     -0.72797297E-05
      34     -0.27199904E-01     -0.27278854E-01     -0.24392735E-05     -0.72797297E-05
      35     -0.27202779E-01     -0.27278854E-01     -0.25175574E-05     -0.72797297E-05
      36     -0.27205843E-01     -0.27278854E-01     -0.25957134E-05     -0.72797297E-05
      37     -0.27208266E-01     -0.27278854E-01     -0.26688343E-05     -0.72797297E-05
      38     -0.27210726E-01     -0.27278854E-01     -0.27399037E-05     -0.72797297E-05
      39     -0.27212713E-01     -0.27278854E-01     -0.27935331E-05     -0.72797297E-05
      40     -0.27214703E-01     -0.27278854E-01     -0.28472260E-05     -0.72797297E-05
      41     -0.27217217E-01     -0.27278854E-01     -0.29075642E-05     -0.72797297E-05
      42     -0.27219730E-01     -0.27278854E-01     -0.29680553E-05     -0.72797297E-05
      43     -0.27221406E-01     -0.27278854E-01     -0.30362510E-05     -0.72797297E-05
      44     -0.27223147E-01     -0.27278854E-01     -0.31033520E-05     -0.72797297E-05
      45     -0.27225124E-01     -0.27278854E-01     -0.31472813E-05     -0.72797297E-05
      46     -0.27227114E-01     -0.27278854E-01     -0.31909120E-05     -0.72797297E-05
      47     -0.27228543E-01     -0.27278854E-01     -0.32478033E-05     -0.72797297E-05
      48     -0.27229975E-01     -0.27278854E-01     -0.33043946E-05     -0.72797297E-05
      49     -0.27230700E-01     -0.27278854E-01     -0.34047695E-05     -0.72797297E-05
      50     -0.27231416E-01     -0.27278854E-01     -0.35052948E-05     -0.72797297E-05
      51     -0.27232388E-01     -0.27278854E-01     -0.35704516E-05     -0.72797297E-05
      52     -0.27233380E-01     -0.27278854E-01     -0.36354886E-05     -0.72797297E-05
 
