# q=  0.50000000E-03  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      35     -0.61717249E-06     -0.61718064E-06     -0.22986522E-07     -0.32116066E-06
      36     -0.61717322E-06     -0.61718064E-06     -0.24914550E-07     -0.32116066E-06
      37     -0.61717354E-06     -0.61718064E-06     -0.25847331E-07     -0.32116066E-06
      38     -0.61717382E-06     -0.61718064E-06     -0.27116903E-07     -0.32116066E-06
      39     -0.61717405E-06     -0.61718064E-06     -0.28486246E-07     -0.32116066E-06
      40     -0.61717423E-06     -0.61718064E-06     -0.31744952E-07     -0.32116066E-06
      41     -0.61717463E-06     -0.61718064E-06     -0.34046253E-07     -0.32116066E-06
      42     -0.61717509E-06     -0.61718064E-06     -0.35980414E-07     -0.32116066E-06
      43     -0.61717545E-06     -0.61718064E-06     -0.37626662E-07     -0.32116066E-06
      44     -0.61717591E-06     -0.61718064E-06     -0.39331281E-07     -0.32116066E-06
      45     -0.61717600E-06     -0.61718064E-06     -0.41457935E-07     -0.32116066E-06
      46     -0.61717610E-06     -0.61718064E-06     -0.45316629E-07     -0.32116066E-06
      47     -0.61717626E-06     -0.61718064E-06     -0.49327933E-07     -0.32116066E-06
      48     -0.61717640E-06     -0.61718064E-06     -0.53459539E-07     -0.32116066E-06
      49     -0.61717673E-06     -0.61718064E-06     -0.54639222E-07     -0.32116066E-06
      50     -0.61717695E-06     -0.61718064E-06     -0.55934958E-07     -0.32116066E-06
      51     -0.61717707E-06     -0.61718064E-06     -0.57945758E-07     -0.32116066E-06
      52     -0.61717724E-06     -0.61718064E-06     -0.60224307E-07     -0.32116066E-06
      53     -0.61717738E-06     -0.61718064E-06     -0.63538890E-07     -0.32116066E-06
      54     -0.61717750E-06     -0.61718064E-06     -0.66688518E-07     -0.32116066E-06
      55     -0.61717760E-06     -0.61718064E-06     -0.72034536E-07     -0.32116066E-06
      56     -0.61717769E-06     -0.61718064E-06     -0.76543116E-07     -0.32116066E-06
      57     -0.61717772E-06     -0.61718064E-06     -0.80551101E-07     -0.32116066E-06
      58     -0.61717775E-06     -0.61718064E-06     -0.84275959E-07     -0.32116066E-06
      59     -0.61717778E-06     -0.61718064E-06     -0.87591819E-07     -0.32116066E-06
      60     -0.61717781E-06     -0.61718064E-06     -0.92135732E-07     -0.32116066E-06
 
# q=  0.00000000E+00  0.00000000E+00  0.50000000E+00  (qpt 2)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.29987436E-02     -0.29265264E-01     -0.67365584E-10     -0.35824062E-06
       2     -0.63369251E-02     -0.29265264E-01     -0.12662517E-09     -0.35824062E-06
       3     -0.10174424E-01     -0.29265264E-01     -0.24498699E-09     -0.35824062E-06
       4     -0.14029697E-01     -0.29265264E-01     -0.35861284E-09     -0.35824062E-06
       5     -0.16164626E-01     -0.29265264E-01     -0.50396153E-09     -0.35824062E-06
       6     -0.18292899E-01     -0.29265264E-01     -0.64987572E-09     -0.35824062E-06
       7     -0.18851342E-01     -0.29265264E-01     -0.70024324E-09     -0.35824062E-06
       8     -0.19411281E-01     -0.29265264E-01     -0.75030970E-09     -0.35824062E-06
       9     -0.24315935E-01     -0.29265264E-01     -0.11353970E-08     -0.35824062E-06
      10     -0.28667671E-01     -0.29265264E-01     -0.15213702E-08     -0.35824062E-06
      11     -0.28740750E-01     -0.29265264E-01     -0.17341206E-08     -0.35824062E-06
      12     -0.28806447E-01     -0.29265264E-01     -0.19391773E-08     -0.35824062E-06
      13     -0.28950307E-01     -0.29265264E-01     -0.24333774E-08     -0.35824062E-06
      14     -0.29076182E-01     -0.29265264E-01     -0.29830066E-08     -0.35824062E-06
      15     -0.29152546E-01     -0.29265264E-01     -0.43912496E-08     -0.35824062E-06
      16     -0.29183640E-01     -0.29265264E-01     -0.57013776E-08     -0.35824062E-06
      17     -0.29191785E-01     -0.29265264E-01     -0.63865995E-08     -0.35824062E-06
      18     -0.29200910E-01     -0.29265264E-01     -0.76656358E-08     -0.35824062E-06
      19     -0.29211419E-01     -0.29265264E-01     -0.84542750E-08     -0.35824062E-06
      20     -0.29220851E-01     -0.29265264E-01     -0.92068363E-08     -0.35824062E-06
      21     -0.29224683E-01     -0.29265264E-01     -0.10716400E-07     -0.35824062E-06
      22     -0.29228305E-01     -0.29265264E-01     -0.12382402E-07     -0.35824062E-06
      23     -0.29234902E-01     -0.29265264E-01     -0.13969627E-07     -0.35824062E-06
      24     -0.29242004E-01     -0.29265264E-01     -0.15576679E-07     -0.35824062E-06
      25     -0.29244310E-01     -0.29265264E-01     -0.16543788E-07     -0.35824062E-06
      26     -0.29247347E-01     -0.29265264E-01     -0.17439401E-07     -0.35824062E-06
      27     -0.29248346E-01     -0.29265264E-01     -0.18932879E-07     -0.35824062E-06
      28     -0.29250427E-01     -0.29265264E-01     -0.20552701E-07     -0.35824062E-06
      29     -0.29251162E-01     -0.29265264E-01     -0.21244423E-07     -0.35824062E-06
      30     -0.29251829E-01     -0.29265264E-01     -0.21931607E-07     -0.35824062E-06
      31     -0.29253033E-01     -0.29265264E-01     -0.23821134E-07     -0.35824062E-06
      32     -0.29253953E-01     -0.29265264E-01     -0.25285203E-07     -0.35824062E-06
      33     -0.29254913E-01     -0.29265264E-01     -0.27453758E-07     -0.35824062E-06
      34     -0.29256182E-01     -0.29265264E-01     -0.28561397E-07     -0.35824062E-06
      35     -0.29256746E-01     -0.29265264E-01     -0.30268646E-07     -0.35824062E-06
      36     -0.29257439E-01     -0.29265264E-01     -0.32284314E-07     -0.35824062E-06
      37     -0.29257870E-01     -0.29265264E-01     -0.33630908E-07     -0.35824062E-06
      38     -0.29258232E-01     -0.29265264E-01     -0.35573402E-07     -0.35824062E-06
      39     -0.29258615E-01     -0.29265264E-01     -0.36810016E-07     -0.35824062E-06
      40     -0.29258974E-01     -0.29265264E-01     -0.37766772E-07     -0.35824062E-06
      41     -0.29259488E-01     -0.29265264E-01     -0.39585049E-07     -0.35824062E-06
      42     -0.29260005E-01     -0.29265264E-01     -0.41943303E-07     -0.35824062E-06
      43     -0.29260388E-01     -0.29265264E-01     -0.45932397E-07     -0.35824062E-06
      44     -0.29260656E-01     -0.29265264E-01     -0.48869432E-07     -0.35824062E-06
      45     -0.29260771E-01     -0.29265264E-01     -0.51367384E-07     -0.35824062E-06
      46     -0.29260917E-01     -0.29265264E-01     -0.54531690E-07     -0.35824062E-06
      47     -0.29261009E-01     -0.29265264E-01     -0.56621333E-07     -0.35824062E-06
      48     -0.29261217E-01     -0.29265264E-01     -0.59883643E-07     -0.35824062E-06
      49     -0.29261389E-01     -0.29265264E-01     -0.64378045E-07     -0.35824062E-06
      50     -0.29261606E-01     -0.29265264E-01     -0.66524800E-07     -0.35824062E-06
      51     -0.29261720E-01     -0.29265264E-01     -0.71052218E-07     -0.35824062E-06
      52     -0.29261845E-01     -0.29265264E-01     -0.73011538E-07     -0.35824062E-06
      53     -0.29261937E-01     -0.29265264E-01     -0.78931772E-07     -0.35824062E-06
      54     -0.29262061E-01     -0.29265264E-01     -0.84692222E-07     -0.35824062E-06
      55     -0.29262161E-01     -0.29265264E-01     -0.88213385E-07     -0.35824062E-06
      56     -0.29262257E-01     -0.29265264E-01     -0.91465855E-07     -0.35824062E-06
      57     -0.29262282E-01     -0.29265264E-01     -0.96766389E-07     -0.35824062E-06
      58     -0.29262312E-01     -0.29265264E-01     -0.10193019E-06     -0.35824062E-06
      59     -0.29262343E-01     -0.29265264E-01     -0.10644889E-06     -0.35824062E-06
      60     -0.29262381E-01     -0.29265264E-01     -0.11204706E-06     -0.35824062E-06
 
# q=  0.00000000E+00  0.50000000E+00  0.50000000E+00  (qpt 3)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.39081453E-02     -0.36862240E-01     -0.77293046E-10     -0.31910329E-06
       2     -0.90591790E-02     -0.36862240E-01     -0.15277446E-09     -0.31910329E-06
       3     -0.14110700E-01     -0.36862240E-01     -0.21132980E-09     -0.31910329E-06
       4     -0.19050845E-01     -0.36862240E-01     -0.26655005E-09     -0.31910329E-06
       5     -0.22054472E-01     -0.36862240E-01     -0.33407827E-09     -0.31910329E-06
       6     -0.25109356E-01     -0.36862240E-01     -0.38316877E-09     -0.31910329E-06
       7     -0.26226022E-01     -0.36862240E-01     -0.41882613E-09     -0.31910329E-06
       8     -0.27340252E-01     -0.36862240E-01     -0.45774353E-09     -0.31910329E-06
       9     -0.31410416E-01     -0.36862240E-01     -0.11431888E-08     -0.31910329E-06
      10     -0.35400963E-01     -0.36862240E-01     -0.17741305E-08     -0.31910329E-06
      11     -0.35485673E-01     -0.36862240E-01     -0.19321754E-08     -0.31910329E-06
      12     -0.35575887E-01     -0.36862240E-01     -0.20741971E-08     -0.31910329E-06
      13     -0.36063745E-01     -0.36862240E-01     -0.28701548E-08     -0.31910329E-06
      14     -0.36493981E-01     -0.36862240E-01     -0.37183313E-08     -0.31910329E-06
      15     -0.36588884E-01     -0.36862240E-01     -0.44635402E-08     -0.31910329E-06
      16     -0.36695814E-01     -0.36862240E-01     -0.53319789E-08     -0.31910329E-06
      17     -0.36727780E-01     -0.36862240E-01     -0.58914376E-08     -0.31910329E-06
      18     -0.36757004E-01     -0.36862240E-01     -0.65106808E-08     -0.31910329E-06
      19     -0.36780096E-01     -0.36862240E-01     -0.77644011E-08     -0.31910329E-06
      20     -0.36804225E-01     -0.36862240E-01     -0.88017769E-08     -0.31910329E-06
      21     -0.36810282E-01     -0.36862240E-01     -0.96339578E-08     -0.31910329E-06
      22     -0.36816903E-01     -0.36862240E-01     -0.10297127E-07     -0.31910329E-06
      23     -0.36823186E-01     -0.36862240E-01     -0.11612198E-07     -0.31910329E-06
      24     -0.36830089E-01     -0.36862240E-01     -0.13319099E-07     -0.31910329E-06
      25     -0.36833867E-01     -0.36862240E-01     -0.14360420E-07     -0.31910329E-06
      26     -0.36837598E-01     -0.36862240E-01     -0.15559553E-07     -0.31910329E-06
      27     -0.36840462E-01     -0.36862240E-01     -0.16641403E-07     -0.31910329E-06
      28     -0.36842578E-01     -0.36862240E-01     -0.18397930E-07     -0.31910329E-06
      29     -0.36843484E-01     -0.36862240E-01     -0.18947377E-07     -0.31910329E-06
      30     -0.36844294E-01     -0.36862240E-01     -0.19456057E-07     -0.31910329E-06
      31     -0.36845969E-01     -0.36862240E-01     -0.21158845E-07     -0.31910329E-06
      32     -0.36847421E-01     -0.36862240E-01     -0.23178378E-07     -0.31910329E-06
      33     -0.36848878E-01     -0.36862240E-01     -0.25904564E-07     -0.31910329E-06
      34     -0.36850233E-01     -0.36862240E-01     -0.27699940E-07     -0.31910329E-06
      35     -0.36851012E-01     -0.36862240E-01     -0.29616123E-07     -0.31910329E-06
      36     -0.36851868E-01     -0.36862240E-01     -0.31760000E-07     -0.31910329E-06
      37     -0.36852412E-01     -0.36862240E-01     -0.32667801E-07     -0.31910329E-06
      38     -0.36852969E-01     -0.36862240E-01     -0.33803001E-07     -0.31910329E-06
      39     -0.36853475E-01     -0.36862240E-01     -0.35146249E-07     -0.31910329E-06
      40     -0.36853944E-01     -0.36862240E-01     -0.37915262E-07     -0.31910329E-06
      41     -0.36854716E-01     -0.36862240E-01     -0.41313173E-07     -0.31910329E-06
      42     -0.36855342E-01     -0.36862240E-01     -0.44148482E-07     -0.31910329E-06
      43     -0.36855951E-01     -0.36862240E-01     -0.46379604E-07     -0.31910329E-06
      44     -0.36856583E-01     -0.36862240E-01     -0.48193745E-07     -0.31910329E-06
      45     -0.36856836E-01     -0.36862240E-01     -0.50570053E-07     -0.31910329E-06
      46     -0.36857104E-01     -0.36862240E-01     -0.54441145E-07     -0.31910329E-06
      47     -0.36857295E-01     -0.36862240E-01     -0.59568158E-07     -0.31910329E-06
      48     -0.36857531E-01     -0.36862240E-01     -0.63217077E-07     -0.31910329E-06
      49     -0.36857780E-01     -0.36862240E-01     -0.65510296E-07     -0.31910329E-06
      50     -0.36858056E-01     -0.36862240E-01     -0.68031829E-07     -0.31910329E-06
      51     -0.36858266E-01     -0.36862240E-01     -0.70895968E-07     -0.31910329E-06
      52     -0.36858441E-01     -0.36862240E-01     -0.74293162E-07     -0.31910329E-06
      53     -0.36858603E-01     -0.36862240E-01     -0.78182091E-07     -0.31910329E-06
      54     -0.36858807E-01     -0.36862240E-01     -0.83568607E-07     -0.31910329E-06
      55     -0.36858900E-01     -0.36862240E-01     -0.87195399E-07     -0.31910329E-06
      56     -0.36859007E-01     -0.36862240E-01     -0.90929979E-07     -0.31910329E-06
      57     -0.36859043E-01     -0.36862240E-01     -0.95463389E-07     -0.31910329E-06
      58     -0.36859076E-01     -0.36862240E-01     -0.99714099E-07     -0.31910329E-06
      59     -0.36859112E-01     -0.36862240E-01     -0.10358503E-06     -0.31910329E-06
      60     -0.36859150E-01     -0.36862240E-01     -0.10712208E-06     -0.31910329E-06
 
# q=  0.50000000E+00  0.50000000E+00  0.50000000E+00  (qpt 4)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.43421646E-02     -0.27728953E-01     -0.38949802E-09     -0.36753155E-06
       2     -0.88600777E-02     -0.27728953E-01     -0.76314191E-09     -0.36753155E-06
       3     -0.11428237E-01     -0.27728953E-01     -0.85312864E-09     -0.36753155E-06
       4     -0.14086493E-01     -0.27728953E-01     -0.93759183E-09     -0.36753155E-06
       5     -0.16192928E-01     -0.27728953E-01     -0.97244659E-09     -0.36753155E-06
       6     -0.18292737E-01     -0.27728953E-01     -0.10092623E-08     -0.36753155E-06
       7     -0.18851385E-01     -0.27728953E-01     -0.10322545E-08     -0.36753155E-06
       8     -0.19411281E-01     -0.27728953E-01     -0.10552394E-08     -0.36753155E-06
       9     -0.23300105E-01     -0.27728953E-01     -0.17648390E-08     -0.36753155E-06
      10     -0.27032057E-01     -0.27728953E-01     -0.25289427E-08     -0.36753155E-06
      11     -0.27102838E-01     -0.27728953E-01     -0.28214368E-08     -0.36753155E-06
      12     -0.27180690E-01     -0.27728953E-01     -0.31189246E-08     -0.36753155E-06
      13     -0.27336727E-01     -0.27728953E-01     -0.39791000E-08     -0.36753155E-06
      14     -0.27516650E-01     -0.27728953E-01     -0.46253431E-08     -0.36753155E-06
      15     -0.27553921E-01     -0.27728953E-01     -0.57017604E-08     -0.36753155E-06
      16     -0.27639891E-01     -0.27728953E-01     -0.66844885E-08     -0.36753155E-06
      17     -0.27653595E-01     -0.27728953E-01     -0.71875773E-08     -0.36753155E-06
      18     -0.27663605E-01     -0.27728953E-01     -0.78094008E-08     -0.36753155E-06
      19     -0.27673709E-01     -0.27728953E-01     -0.82344391E-08     -0.36753155E-06
      20     -0.27683786E-01     -0.27728953E-01     -0.88416083E-08     -0.36753155E-06
      21     -0.27686723E-01     -0.27728953E-01     -0.93935820E-08     -0.36753155E-06
      22     -0.27689474E-01     -0.27728953E-01     -0.10340744E-07     -0.36753155E-06
      23     -0.27697515E-01     -0.27728953E-01     -0.13125146E-07     -0.36753155E-06
      24     -0.27704459E-01     -0.27728953E-01     -0.15115842E-07     -0.36753155E-06
      25     -0.27707267E-01     -0.27728953E-01     -0.16195486E-07     -0.36753155E-06
      26     -0.27709855E-01     -0.27728953E-01     -0.17337554E-07     -0.36753155E-06
      27     -0.27711514E-01     -0.27728953E-01     -0.18462146E-07     -0.36753155E-06
      28     -0.27713041E-01     -0.27728953E-01     -0.19558926E-07     -0.36753155E-06
      29     -0.27713815E-01     -0.27728953E-01     -0.20350768E-07     -0.36753155E-06
      30     -0.27714544E-01     -0.27728953E-01     -0.21002429E-07     -0.36753155E-06
      31     -0.27716110E-01     -0.27728953E-01     -0.22737817E-07     -0.36753155E-06
      32     -0.27717562E-01     -0.27728953E-01     -0.23918956E-07     -0.36753155E-06
      33     -0.27718709E-01     -0.27728953E-01     -0.26108213E-07     -0.36753155E-06
      34     -0.27719548E-01     -0.27728953E-01     -0.27499022E-07     -0.36753155E-06
      35     -0.27720068E-01     -0.27728953E-01     -0.29552101E-07     -0.36753155E-06
      36     -0.27720734E-01     -0.27728953E-01     -0.31257579E-07     -0.36753155E-06
      37     -0.27721153E-01     -0.27728953E-01     -0.33003076E-07     -0.36753155E-06
      38     -0.27721620E-01     -0.27728953E-01     -0.34679010E-07     -0.36753155E-06
      39     -0.27722029E-01     -0.27728953E-01     -0.37307191E-07     -0.36753155E-06
      40     -0.27722434E-01     -0.27728953E-01     -0.39768316E-07     -0.36753155E-06
      41     -0.27722893E-01     -0.27728953E-01     -0.42486851E-07     -0.36753155E-06
      42     -0.27723313E-01     -0.27728953E-01     -0.44469473E-07     -0.36753155E-06
      43     -0.27723788E-01     -0.27728953E-01     -0.48579168E-07     -0.36753155E-06
      44     -0.27724346E-01     -0.27728953E-01     -0.52311778E-07     -0.36753155E-06
      45     -0.27724544E-01     -0.27728953E-01     -0.55238646E-07     -0.36753155E-06
      46     -0.27724768E-01     -0.27728953E-01     -0.58727741E-07     -0.36753155E-06
      47     -0.27724963E-01     -0.27728953E-01     -0.61196440E-07     -0.36753155E-06
      48     -0.27725094E-01     -0.27728953E-01     -0.65363535E-07     -0.36753155E-06
      49     -0.27725279E-01     -0.27728953E-01     -0.71140622E-07     -0.36753155E-06
      50     -0.27725573E-01     -0.27728953E-01     -0.76168756E-07     -0.36753155E-06
      51     -0.27725766E-01     -0.27728953E-01     -0.79497924E-07     -0.36753155E-06
      52     -0.27725906E-01     -0.27728953E-01     -0.82609671E-07     -0.36753155E-06
      53     -0.27726042E-01     -0.27728953E-01     -0.87739598E-07     -0.36753155E-06
      54     -0.27726144E-01     -0.27728953E-01     -0.92831979E-07     -0.36753155E-06
      55     -0.27726246E-01     -0.27728953E-01     -0.97956930E-07     -0.36753155E-06
      56     -0.27726308E-01     -0.27728953E-01     -0.10220733E-06     -0.36753155E-06
      57     -0.27726330E-01     -0.27728953E-01     -0.10680857E-06     -0.36753155E-06
      58     -0.27726352E-01     -0.27728953E-01     -0.11066148E-06     -0.36753155E-06
      59     -0.27726390E-01     -0.27728953E-01     -0.11518754E-06     -0.36753155E-06
      60     -0.27726425E-01     -0.27728953E-01     -0.12030194E-06     -0.36753155E-06
 
