# Generated by LORRAX 0.1.0 at 2026-05-15 21:52:47 UTC
# Sigma frequency debug decomposition (per-(k, n) diagonals; all energies in eV).
# k               	n               	E_dft           	Edft-Ef         	kin_ion         	V_H             	x_bare          	x_head          	sex_0           	coh_0           	eqp0            	eqp1            

k-point 0:
               0	              40	       -9.074853	       -9.074853	     -449.926245	     +441.081563	      -13.276948	       +0.000000	      -13.276948	       +0.000000	      -35.398579	      -35.398579
               0	              41	       -9.074853	       -9.074853	     -449.926245	     +441.081563	      -13.276948	       +0.000000	      -13.276948	       +0.000000	      -35.398579	      -35.398579
               0	              42	       -8.564942	       -8.564942	     -444.981747	     +433.859224	      -13.184343	       +0.000000	      -13.184343	       +0.000000	      -37.491209	      -37.491209
               0	              43	       -8.564942	       -8.564942	     -444.981747	     +433.859224	      -13.184343	       +0.000000	      -13.184343	       +0.000000	      -37.491209	      -37.491209
               0	              44	       -8.288923	       -8.288923	     -464.311004	     +454.937674	      -13.945454	       +0.000000	      -13.945454	       +0.000000	      -37.264238	      -37.264238
               0	              45	       -8.288923	       -8.288923	     -464.311004	     +454.937674	      -13.945454	       +0.000000	      -13.945454	       +0.000000	      -37.264238	      -37.264238
               0	              46	       -8.246910	       -8.246910	     -473.597897	     +486.111339	      -15.103294	       +0.000000	      -15.103294	       +0.000000	      -17.693145	      -17.693145
               0	              47	       -8.246910	       -8.246910	     -473.597897	     +486.111339	      -15.103294	       +0.000000	      -15.103294	       +0.000000	      -17.693145	      -17.693145
               0	              48	       -8.131016	       -8.131016	     -426.041394	     +438.079467	      -14.048433	       +0.000000	      -14.048433	       +0.000000	      -16.058793	      -16.058793
               0	              49	       -8.131016	       -8.131016	     -426.041394	     +438.079467	      -14.048433	       +0.000000	      -14.048433	       +0.000000	      -16.058793	      -16.058793
               0	              50	       -7.913098	       -7.913098	     -438.466486	     +454.920719	      -14.600903	       +0.000000	      -14.600903	       +0.000000	      -12.747573	      -12.747573
               0	              51	       -7.913098	       -7.913098	     -438.466486	     +454.920719	      -14.600903	       +0.000000	      -14.600903	       +0.000000	      -12.747574	      -12.747574
               0	              52	       -7.694670	       -7.694670	     -408.515881	     +410.278440	      -13.054840	       +0.000000	      -13.054840	       +0.000000	      -24.347122	      -24.347122
               0	              53	       -7.694670	       -7.694670	     -408.515881	     +410.278440	      -13.054840	       +0.000000	      -13.054840	       +0.000000	      -24.347122	      -24.347122
               0	              54	       -7.397650	       -7.397650	     -403.694059	     +401.888218	      -12.751599	       +0.000000	      -12.751599	       +0.000000	      -27.309039	      -27.309039
               0	              55	       -7.397650	       -7.397650	     -403.694059	     +401.888218	      -12.751599	       +0.000000	      -12.751599	       +0.000000	      -27.309039	      -27.309039
               0	              56	       -6.898097	       -6.898097	     -412.814794	     +432.531476	      -13.681457	       +0.000000	      -13.681457	       +0.000000	       -7.646231	       -7.646231
               0	              57	       -6.898097	       -6.898097	     -412.814794	     +432.531476	      -13.681457	       +0.000000	      -13.681457	       +0.000000	       -7.646231	       -7.646231
               0	              58	       -6.726167	       -6.726167	     -433.547068	     +454.701755	      -14.069004	       +0.000000	      -14.069004	       +0.000000	       -6.983321	       -6.983321
               0	              59	       -6.726167	       -6.726167	     -433.547068	     +454.701755	      -14.069004	       +0.000000	      -14.069004	       +0.000000	       -6.983320	       -6.983320
               0	              60	       -6.352822	       -6.352822	     -410.037465	     +413.015992	      -12.600967	       +0.000000	      -12.600967	       +0.000000	      -22.223407	      -22.223407
               0	              61	       -6.352822	       -6.352822	     -410.037464	     +413.015992	      -12.600967	       +0.000000	      -12.600967	       +0.000000	      -22.223406	      -22.223406
               0	              62	       -5.860106	       -5.860106	     -437.044959	     +465.451342	      -13.585245	       +0.000000	      -13.585245	       +0.000000	       +1.235893	       +1.235893
               0	              63	       -5.860106	       -5.860106	     -437.044959	     +465.451342	      -13.585245	       +0.000000	      -13.585245	       +0.000000	       +1.235893	       +1.235893
               0	              64	       -5.167235	       -5.167235	     -586.885264	     +610.884433	      -16.978838	       +0.000000	      -16.978838	       +0.000000	       -9.958507	       -9.958507
               0	              65	       -5.167235	       -5.167235	     -586.885264	     +610.884433	      -16.978838	       +0.000000	      -16.978838	       +0.000000	       -9.958506	       -9.958506
               0	              66	       -5.135845	       -5.135845	     -560.747789	     +574.195406	      -16.885244	       +0.000000	      -16.885244	       +0.000000	      -20.322872	      -20.322872
               0	              67	       -5.135845	       -5.135845	     -560.747790	     +574.195406	      -16.885244	       +0.000000	      -16.885244	       +0.000000	      -20.322873	      -20.322873
               0	              68	       -5.096127	       -5.096127	     -569.100792	     +589.905591	      -17.599231	       +0.000000	      -17.599231	       +0.000000	      -14.393663	      -14.393663
               0	              69	       -5.096127	       -5.096127	     -569.100794	     +589.905591	      -17.599231	       +0.000000	      -17.599231	       +0.000000	      -14.393664	      -14.393664
               0	              70	       -5.047623	       -5.047623	     -561.838113	     +578.030515	      -15.160229	       +0.000000	      -15.160229	       +0.000000	      -14.128056	      -14.128056
               0	              71	       -5.047623	       -5.047623	     -561.838112	     +578.030515	      -15.160229	       +0.000000	      -15.160229	       +0.000000	      -14.128055	      -14.128055
               0	              72	       -4.709887	       -4.709887	     -563.711788	     +583.906181	      -15.646026	       +0.000000	      -15.646026	       +0.000000	      -11.097659	      -11.097659
               0	              73	       -4.709887	       -4.709887	     -563.711791	     +583.906181	      -15.646026	       +0.000000	      -15.646026	       +0.000000	      -11.097662	      -11.097662
               0	              74	       -4.677336	       -4.677336	     -570.440622	     +587.123775	      -14.797414	       +0.000000	      -14.797414	       +0.000000	      -12.911676	      -12.911676
               0	              75	       -4.677336	       -4.677336	     -570.440622	     +587.123775	      -14.797414	       +0.000000	      -14.797414	       +0.000000	      -12.911675	      -12.911675
               0	              76	       -3.461594	       -3.461594	     -534.026982	     +552.359466	      -11.443192	       +0.000000	      -11.443192	       +0.000000	       -4.553900	       -4.553900
               0	              77	       -3.461594	       -3.461594	     -534.026988	     +552.359466	      -11.443192	       +0.000000	      -11.443192	       +0.000000	       -4.553906	       -4.553906
               0	              78	       -3.420199	       -3.420199	     -529.205209	     +545.792815	      -11.266646	       +0.000000	      -11.266646	       +0.000000	       -5.945687	       -5.945687
               0	              79	       -3.420199	       -3.420199	     -529.205213	     +545.792815	      -11.266646	       +0.000000	      -11.266646	       +0.000000	       -5.945691	       -5.945691
               0	              80	       -3.292202	       -3.292202	     -521.564168	     +545.642335	      -11.561825	       +0.000000	      -11.561825	       +0.000000	       +0.954516	       +0.954516
               0	              81	       -3.292202	       -3.292202	     -521.564163	     +545.642335	      -11.561825	       +0.000000	      -11.561825	       +0.000000	       +0.954521	       +0.954521
               0	              82	       -3.021548	       -3.021548	     -510.772780	     +543.076032	      -11.440987	       +0.000000	      -11.440987	       +0.000000	       +9.421278	       +9.421278
               0	              83	       -3.021548	       -3.021548	     -510.772775	     +543.076032	      -11.440987	       +0.000000	      -11.440987	       +0.000000	       +9.421283	       +9.421283

k-point 1:
               1	               0	      -85.895808	      -85.895808	     -746.713896	     +718.382841	      -50.517605	       +0.000000	      -50.517605	       +0.000000	     -129.366265	     -129.366265
               1	               1	      -85.895808	      -85.895808	     -746.713896	     +718.382841	      -50.517605	       +0.000000	      -50.517605	       +0.000000	     -129.366265	     -129.366265
               1	               2	      -85.877092	      -85.877092	     -746.684851	     +718.099372	      -50.536568	       +0.000000	      -50.536568	       +0.000000	     -129.658616	     -129.658616
               1	               3	      -85.877092	      -85.877092	     -746.684851	     +718.099372	      -50.536568	       +0.000000	      -50.536568	       +0.000000	     -129.658616	     -129.658616
               1	               4	      -56.523510	      -56.523510	     -709.088666	     +666.276206	      -38.925782	       +0.000000	      -38.925782	       +0.000000	     -120.664025	     -120.664025
               1	               5	      -56.523510	      -56.523510	     -709.088666	     +666.276206	      -38.925782	       +0.000000	      -38.925782	       +0.000000	     -120.664025	     -120.664025
               1	               6	      -56.472084	      -56.472084	     -708.869856	     +666.182136	      -38.930332	       +0.000000	      -38.930332	       +0.000000	     -120.548384	     -120.548384
               1	               7	      -56.472084	      -56.472084	     -708.869856	     +666.182136	      -38.930332	       +0.000000	      -38.930332	       +0.000000	     -120.548384	     -120.548384
               1	               8	      -55.617136	      -55.617136	     -709.259638	     +676.535003	      -39.416130	       +0.000000	      -39.416130	       +0.000000	     -111.556896	     -111.556896
               1	               9	      -55.617136	      -55.617136	     -709.259639	     +676.535003	      -39.416130	       +0.000000	      -39.416130	       +0.000000	     -111.556896	     -111.556896
               1	              10	      -55.566242	      -55.566242	     -708.122909	     +661.671347	      -38.253821	       +0.000000	      -38.253821	       +0.000000	     -122.959204	     -122.959204
               1	              11	      -55.566242	      -55.566242	     -708.122908	     +661.671347	      -38.253821	       +0.000000	      -38.253821	       +0.000000	     -122.959203	     -122.959203
               1	              12	      -55.549477	      -55.549477	     -708.124762	     +662.201544	      -38.290803	       +0.000000	      -38.290803	       +0.000000	     -122.504823	     -122.504823
               1	              13	      -55.549477	      -55.549477	     -708.124760	     +662.201544	      -38.290803	       +0.000000	      -38.290803	       +0.000000	     -122.504822	     -122.504822
               1	              14	      -55.522555	      -55.522555	     -707.413396	     +651.967992	      -37.474945	       +0.000000	      -37.474945	       +0.000000	     -130.395294	     -130.395294
               1	              15	      -55.522555	      -55.522555	     -707.413396	     +651.967992	      -37.474945	       +0.000000	      -37.474945	       +0.000000	     -130.395293	     -130.395293
               1	              16	      -18.809929	      -18.809929	     -446.373927	     +427.806259	      -17.504652	       +0.000000	      -17.504652	       +0.000000	      -53.576972	      -53.576972
               1	              17	      -18.809929	      -18.809929	     -446.373931	     +427.806259	      -17.504652	       +0.000000	      -17.504652	       +0.000000	      -53.576976	      -53.576976
               1	              18	      -18.069424	      -18.069424	     -428.640693	     +416.804241	      -17.563046	       +0.000000	      -17.563046	       +0.000000	      -46.962544	      -46.962544
               1	              19	      -18.069424	      -18.069424	     -428.640690	     +416.804241	      -17.563046	       +0.000000	      -17.563046	       +0.000000	      -46.962541	      -46.962541
               1	              20	      -17.889156	      -17.889156	     -438.897648	     +428.526608	      -17.764844	       +0.000000	      -17.764844	       +0.000000	      -45.900728	      -45.900728
               1	              21	      -17.889156	      -17.889156	     -438.897647	     +428.526608	      -17.764844	       +0.000000	      -17.764844	       +0.000000	      -45.900727	      -45.900727
               1	              22	      -17.838181	      -17.838181	     -438.003898	     +427.995806	      -17.771115	       +0.000000	      -17.771115	       +0.000000	      -45.550323	      -45.550323
               1	              23	      -17.838181	      -17.838181	     -438.003897	     +427.995806	      -17.771115	       +0.000000	      -17.771115	       +0.000000	      -45.550322	      -45.550322
               1	              24	      -17.712310	      -17.712310	     -434.623480	     +426.490715	      -17.832332	       +0.000000	      -17.832332	       +0.000000	      -43.797430	      -43.797430
               1	              25	      -17.712310	      -17.712310	     -434.623509	     +426.490715	      -17.832332	       +0.000000	      -17.832332	       +0.000000	      -43.797459	      -43.797459
               1	              26	      -17.711133	      -17.711133	     -434.310918	     +426.065409	      -17.831826	       +0.000000	      -17.831826	       +0.000000	      -43.909163	      -43.909163
               1	              27	      -17.711133	      -17.711133	     -434.310945	     +426.065409	      -17.831826	       +0.000000	      -17.831826	       +0.000000	      -43.909189	      -43.909189
               1	              28	      -10.633982	      -10.633982	     -459.708857	     +453.985577	      -13.764431	       +0.000000	      -13.764431	       +0.000000	      -33.252142	      -33.252142
               1	              29	      -10.633981	      -10.633981	     -459.708893	     +453.985577	      -13.764431	       +0.000000	      -13.764431	       +0.000000	      -33.252178	      -33.252178
               1	              30	      -10.118214	      -10.118214	     -428.155471	     +420.143795	      -13.447787	       +0.000000	      -13.447787	       +0.000000	      -34.907251	      -34.907251
               1	              31	      -10.118214	      -10.118214	     -428.155469	     +420.143795	      -13.447787	       +0.000000	      -13.447787	       +0.000000	      -34.907249	      -34.907249
               1	              32	       -9.653485	       -9.653485	     -436.141823	     +425.674516	      -13.260228	       +0.000000	      -13.260228	       +0.000000	      -36.987764	      -36.987764
               1	              33	       -9.653479	       -9.653479	     -436.141548	     +425.674516	      -13.260228	       +0.000000	      -13.260228	       +0.000000	      -36.987489	      -36.987489
               1	              34	       -9.629743	       -9.629743	     -438.178554	     +426.446392	      -13.266035	       +0.000000	      -13.266035	       +0.000000	      -38.264232	      -38.264232
               1	              35	       -9.629734	       -9.629734	     -438.178549	     +426.446392	      -13.266035	       +0.000000	      -13.266035	       +0.000000	      -38.264227	      -38.264227
               1	              36	       -9.493388	       -9.493388	     -434.894240	     +422.638187	      -13.252249	       +0.000000	      -13.252249	       +0.000000	      -38.760550	      -38.760550
               1	              37	       -9.493385	       -9.493385	     -434.894410	     +422.638187	      -13.252249	       +0.000000	      -13.252249	       +0.000000	      -38.760721	      -38.760721
               1	              38	       -9.117889	       -9.117889	     -443.071324	     +433.289519	      -13.079139	       +0.000000	      -13.079139	       +0.000000	      -35.940084	      -35.940084
               1	              39	       -9.117883	       -9.117883	     -443.071166	     +433.289519	      -13.079139	       +0.000000	      -13.079139	       +0.000000	      -35.939926	      -35.939926
               1	              40	       -8.765599	       -8.765599	     -451.473992	     +451.454619	      -13.733922	       +0.000000	      -13.733922	       +0.000000	      -27.487217	      -27.487217
               1	              41	       -8.765592	       -8.765592	     -451.473871	     +451.454619	      -13.733922	       +0.000000	      -13.733922	       +0.000000	      -27.487096	      -27.487096
               1	              42	       -8.538434	       -8.538434	     -466.374066	     +469.155591	      -14.476110	       +0.000000	      -14.476110	       +0.000000	      -26.170695	      -26.170695
               1	              43	       -8.538434	       -8.538434	     -466.373924	     +469.155591	      -14.476110	       +0.000000	      -14.476110	       +0.000000	      -26.170553	      -26.170553
               1	              44	       -8.320477	       -8.320477	     -467.097912	     +474.615848	      -14.726524	       +0.000000	      -14.726524	       +0.000000	      -21.935111	      -21.935111
               1	              45	       -8.320476	       -8.320476	     -467.098388	     +474.615848	      -14.726524	       +0.000000	      -14.726524	       +0.000000	      -21.935586	      -21.935586
               1	              46	       -8.171894	       -8.171894	     -441.308209	     +430.153825	      -13.179329	       +0.000000	      -13.179329	       +0.000000	      -37.513042	      -37.513042
               1	              47	       -8.171892	       -8.171892	     -441.308398	     +430.153825	      -13.179329	       +0.000000	      -13.179329	       +0.000000	      -37.513230	      -37.513230
               1	              48	       -8.080634	       -8.080634	     -430.402514	     +444.341846	      -14.202199	       +0.000000	      -14.202199	       +0.000000	      -14.465067	      -14.465067
               1	              49	       -8.080630	       -8.080630	     -430.403109	     +444.341846	      -14.202199	       +0.000000	      -14.202199	       +0.000000	      -14.465662	      -14.465662
               1	              50	       -7.858207	       -7.858207	     -432.693789	     +443.430484	      -14.062239	       +0.000000	      -14.062239	       +0.000000	      -17.387783	      -17.387783
               1	              51	       -7.858205	       -7.858205	     -432.693992	     +443.430484	      -14.062239	       +0.000000	      -14.062239	       +0.000000	      -17.387985	      -17.387985
               1	              52	       -7.677969	       -7.677969	     -408.005132	     +413.353807	      -13.178111	       +0.000000	      -13.178111	       +0.000000	      -21.007548	      -21.007548
               1	              53	       -7.677966	       -7.677966	     -408.005270	     +413.353807	      -13.178111	       +0.000000	      -13.178111	       +0.000000	      -21.007686	      -21.007686
               1	              54	       -7.381565	       -7.381565	     -423.727306	     +429.125238	      -13.391108	       +0.000000	      -13.391108	       +0.000000	      -21.384284	      -21.384284
               1	              55	       -7.381563	       -7.381563	     -423.727449	     +429.125238	      -13.391108	       +0.000000	      -13.391108	       +0.000000	      -21.384426	      -21.384426
               1	              56	       -6.974851	       -6.974851	     -417.516479	     +435.307250	      -13.681809	       +0.000000	      -13.681809	       +0.000000	       -9.572846	       -9.572846
               1	              57	       -6.974849	       -6.974849	     -417.516675	     +435.307250	      -13.681809	       +0.000000	      -13.681809	       +0.000000	       -9.573043	       -9.573043
               1	              58	       -6.813169	       -6.813169	     -428.678566	     +444.410692	      -13.694830	       +0.000000	      -13.694830	       +0.000000	      -11.657535	      -11.657535
               1	              59	       -6.813168	       -6.813168	     -428.678491	     +444.410692	      -13.694830	       +0.000000	      -13.694830	       +0.000000	      -11.657460	      -11.657460
               1	              60	       -6.555252	       -6.555252	     -412.146676	     +411.847488	      -12.624469	       +0.000000	      -12.624469	       +0.000000	      -25.548126	      -25.548126
               1	              61	       -6.555247	       -6.555247	     -412.146582	     +411.847488	      -12.624469	       +0.000000	      -12.624469	       +0.000000	      -25.548032	      -25.548032
               1	              62	       -6.165629	       -6.165629	     -438.134691	     +459.952229	      -13.564594	       +0.000000	      -13.564594	       +0.000000	       -5.311649	       -5.311649
               1	              63	       -6.165628	       -6.165628	     -438.134611	     +459.952229	      -13.564594	       +0.000000	      -13.564594	       +0.000000	       -5.311570	       -5.311570
               1	              64	       -5.212040	       -5.212040	     -574.822423	     +592.031200	      -17.442488	       +0.000000	      -17.442488	       +0.000000	      -17.676200	      -17.676200
               1	              65	       -5.212040	       -5.212040	     -574.822404	     +592.031200	      -17.442488	       +0.000000	      -17.442488	       +0.000000	      -17.676181	      -17.676181
               1	              66	       -5.056364	       -5.056364	     -560.320839	     +577.434461	      -16.499973	       +0.000000	      -16.499973	       +0.000000	      -15.886323	      -15.886323
               1	              67	       -5.056363	       -5.056363	     -560.320697	     +577.434461	      -16.499973	       +0.000000	      -16.499973	       +0.000000	      -15.886181	      -15.886181
               1	              68	       -5.013075	       -5.013075	     -566.031562	     +582.827923	      -16.643202	       +0.000000	      -16.643202	       +0.000000	      -16.490043	      -16.490043
               1	              69	       -5.013074	       -5.013074	     -566.031572	     +582.827923	      -16.643202	       +0.000000	      -16.643202	       +0.000000	      -16.490053	      -16.490053
               1	              70	       -4.879420	       -4.879420	     -559.247087	     +578.526248	      -15.560549	       +0.000000	      -15.560549	       +0.000000	      -11.841937	      -11.841937
               1	              71	       -4.879418	       -4.879418	     -559.246770	     +578.526248	      -15.560549	       +0.000000	      -15.560549	       +0.000000	      -11.841621	      -11.841621
               1	              72	       -4.755880	       -4.755880	     -564.261303	     +579.704935	      -15.491000	       +0.000000	      -15.491000	       +0.000000	      -15.538368	      -15.538368
               1	              73	       -4.755880	       -4.755880	     -564.261318	     +579.704935	      -15.491000	       +0.000000	      -15.491000	       +0.000000	      -15.538384	      -15.538384
               1	              74	       -4.716771	       -4.716771	     -567.021234	     +581.951446	      -14.691333	       +0.000000	      -14.691333	       +0.000000	      -14.452454	      -14.452454
               1	              75	       -4.716771	       -4.716771	     -567.021072	     +581.951446	      -14.691333	       +0.000000	      -14.691333	       +0.000000	      -14.452292	      -14.452292
               1	              76	       -3.498095	       -3.498095	     -523.723777	     +540.297034	      -11.306712	       +0.000000	      -11.306712	       +0.000000	       -6.040167	       -6.040167
               1	              77	       -3.498093	       -3.498093	     -523.723870	     +540.297034	      -11.306712	       +0.000000	      -11.306712	       +0.000000	       -6.040260	       -6.040260
               1	              78	       -3.415497	       -3.415497	     -521.997696	     +537.865553	      -11.181512	       +0.000000	      -11.181512	       +0.000000	       -6.495167	       -6.495167
               1	              79	       -3.415495	       -3.415495	     -521.997898	     +537.865553	      -11.181512	       +0.000000	      -11.181512	       +0.000000	       -6.495369	       -6.495369
               1	              80	       -3.344984	       -3.344984	     -526.503800	     +545.709367	      -11.417049	       +0.000000	      -11.417049	       +0.000000	       -3.628532	       -3.628532
               1	              81	       -3.344983	       -3.344983	     -526.503712	     +545.709367	      -11.417049	       +0.000000	      -11.417049	       +0.000000	       -3.628443	       -3.628443
               1	              82	       -3.154160	       -3.154160	     -514.868076	     +541.545757	      -11.338636	       +0.000000	      -11.338636	       +0.000000	       +4.000409	       +4.000409
               1	              83	       -3.154160	       -3.154160	     -514.868173	     +541.545757	      -11.338636	       +0.000000	      -11.338636	       +0.000000	       +4.000311	       +4.000311

k-point 2:
               2	               0	      -85.893398	      -85.893398	     -746.710446	     +718.383805	      -50.518793	       +0.000000	      -50.518793	       +0.000000	     -129.364228	     -129.364228
               2	               1	      -85.893398	      -85.893398	     -746.710446	     +718.383805	      -50.518793	       +0.000000	      -50.518793	       +0.000000	     -129.364228	     -129.364228
               2	               2	      -85.869005	      -85.869005	     -746.672040	     +718.150297	      -50.531755	       +0.000000	      -50.531755	       +0.000000	     -129.585252	     -129.585252
               2	               3	      -85.869005	      -85.869005	     -746.672040	     +718.150297	      -50.531755	       +0.000000	      -50.531755	       +0.000000	     -129.585252	     -129.585252
               2	               4	      -56.518904	      -56.518904	     -709.050927	     +666.030493	      -38.911621	       +0.000000	      -38.911621	       +0.000000	     -120.843676	     -120.843676
               2	               5	      -56.518904	      -56.518904	     -709.050927	     +666.030493	      -38.911621	       +0.000000	      -38.911621	       +0.000000	     -120.843676	     -120.843676
               2	               6	      -56.448313	      -56.448313	     -708.779979	     +666.137213	      -38.905863	       +0.000000	      -38.905863	       +0.000000	     -120.454492	     -120.454492
               2	               7	      -56.448313	      -56.448313	     -708.779979	     +666.137213	      -38.905863	       +0.000000	      -38.905863	       +0.000000	     -120.454492	     -120.454492
               2	               8	      -55.610209	      -55.610209	     -709.124681	     +674.768541	      -39.287190	       +0.000000	      -39.287190	       +0.000000	     -112.930520	     -112.930520
               2	               9	      -55.610209	      -55.610209	     -709.124682	     +674.768541	      -39.287190	       +0.000000	      -39.287190	       +0.000000	     -112.930521	     -112.930521
               2	              10	      -55.563686	      -55.563686	     -707.630203	     +653.528401	      -37.604627	       +0.000000	      -37.604627	       +0.000000	     -129.311056	     -129.311056
               2	              11	      -55.563686	      -55.563686	     -707.630199	     +653.528401	      -37.604627	       +0.000000	      -37.604627	       +0.000000	     -129.311053	     -129.311053
