# q=  0.50000000E-03  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      73     -0.61755663E-06     -0.61760032E-06     -0.83970509E-08     -0.28897455E-07
      74     -0.61755764E-06     -0.61760032E-06     -0.86138144E-08     -0.28897455E-07
      75     -0.61755872E-06     -0.61760032E-06     -0.88299774E-08     -0.28897455E-07
      76     -0.61755986E-06     -0.61760032E-06     -0.90482959E-08     -0.28897455E-07
      77     -0.61756016E-06     -0.61760032E-06     -0.92850273E-08     -0.28897455E-07
      78     -0.61756054E-06     -0.61760032E-06     -0.95207268E-08     -0.28897455E-07
      79     -0.61756086E-06     -0.61760032E-06     -0.97566115E-08     -0.28897455E-07
      80     -0.61756113E-06     -0.61760032E-06     -0.99933904E-08     -0.28897455E-07
      81     -0.61756141E-06     -0.61760032E-06     -0.10233828E-07     -0.28897455E-07
      82     -0.61756159E-06     -0.61760032E-06     -0.10470813E-07     -0.28897455E-07
      83     -0.61756184E-06     -0.61760032E-06     -0.10746457E-07     -0.28897455E-07
      84     -0.61756189E-06     -0.61760032E-06     -0.11001959E-07     -0.28897455E-07
      85     -0.61756247E-06     -0.61760032E-06     -0.11280501E-07     -0.28897455E-07
      86     -0.61756340E-06     -0.61760032E-06     -0.11617581E-07     -0.28897455E-07
      87     -0.61756423E-06     -0.61760032E-06     -0.11864826E-07     -0.28897455E-07
      88     -0.61756471E-06     -0.61760032E-06     -0.12050231E-07     -0.28897455E-07
      89     -0.61756496E-06     -0.61760032E-06     -0.12144024E-07     -0.28897455E-07
      90     -0.61756520E-06     -0.61760032E-06     -0.12209075E-07     -0.28897455E-07
      91     -0.61756542E-06     -0.61760032E-06     -0.12293228E-07     -0.28897455E-07
 
# q=  0.00000000E+00  0.00000000E+00  0.50000000E+00  (qpt 2)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.29987436E-02     -0.28368437E-01     -0.67365584E-10     -0.25824207E-07
       2     -0.63369251E-02     -0.28368437E-01     -0.12662517E-09     -0.25824207E-07
       3     -0.10174424E-01     -0.28368437E-01     -0.24498699E-09     -0.25824207E-07
       4     -0.14029697E-01     -0.28368437E-01     -0.35861284E-09     -0.25824207E-07
       5     -0.16164626E-01     -0.28368437E-01     -0.50396153E-09     -0.25824207E-07
       6     -0.18292899E-01     -0.28368437E-01     -0.64987572E-09     -0.25824207E-07
       7     -0.18851342E-01     -0.28368437E-01     -0.70024324E-09     -0.25824207E-07
       8     -0.19411281E-01     -0.28368437E-01     -0.75030970E-09     -0.25824207E-07
       9     -0.20399347E-01     -0.28368437E-01     -0.84025641E-09     -0.25824207E-07
      10     -0.21238402E-01     -0.28368437E-01     -0.96353769E-09     -0.25824207E-07
      11     -0.22207424E-01     -0.28368437E-01     -0.10684874E-08     -0.25824207E-07
      12     -0.23056290E-01     -0.28368437E-01     -0.11767303E-08     -0.25824207E-07
      13     -0.23803600E-01     -0.28368437E-01     -0.12098289E-08     -0.25824207E-07
      14     -0.24409435E-01     -0.28368437E-01     -0.12346732E-08     -0.25824207E-07
      15     -0.25090800E-01     -0.28368437E-01     -0.12678372E-08     -0.25824207E-07
      16     -0.25631231E-01     -0.28368437E-01     -0.12927932E-08     -0.25824207E-07
      17     -0.26265321E-01     -0.28368437E-01     -0.13412253E-08     -0.25824207E-07
      18     -0.26873010E-01     -0.28368437E-01     -0.13927673E-08     -0.25824207E-07
      19     -0.27278682E-01     -0.28368437E-01     -0.14228199E-08     -0.25824207E-07
      20     -0.27657537E-01     -0.28368437E-01     -0.14515300E-08     -0.25824207E-07
      21     -0.27728640E-01     -0.28368437E-01     -0.16609038E-08     -0.25824207E-07
      22     -0.27794170E-01     -0.28368437E-01     -0.18671585E-08     -0.25824207E-07
      23     -0.27858489E-01     -0.28368437E-01     -0.19617269E-08     -0.25824207E-07
      24     -0.27929220E-01     -0.28368437E-01     -0.20607081E-08     -0.25824207E-07
      25     -0.27952719E-01     -0.28368437E-01     -0.21567912E-08     -0.25824207E-07
      26     -0.27974923E-01     -0.28368437E-01     -0.22278838E-08     -0.25824207E-07
      27     -0.27996631E-01     -0.28368437E-01     -0.23013993E-08     -0.25824207E-07
      28     -0.28018133E-01     -0.28368437E-01     -0.23902823E-08     -0.25824207E-07
      29     -0.28058296E-01     -0.28368437E-01     -0.24575526E-08     -0.25824207E-07
      30     -0.28079563E-01     -0.28368437E-01     -0.25522190E-08     -0.25824207E-07
      31     -0.28104821E-01     -0.28368437E-01     -0.26445358E-08     -0.25824207E-07
      32     -0.28140917E-01     -0.28368437E-01     -0.27260636E-08     -0.25824207E-07
      33     -0.28160851E-01     -0.28368437E-01     -0.28967749E-08     -0.25824207E-07
      34     -0.28196360E-01     -0.28368437E-01     -0.30707887E-08     -0.25824207E-07
      35     -0.28213111E-01     -0.28368437E-01     -0.31702508E-08     -0.25824207E-07
      36     -0.28240463E-01     -0.28368437E-01     -0.32565281E-08     -0.25824207E-07
      37     -0.28245573E-01     -0.28368437E-01     -0.34665501E-08     -0.25824207E-07
      38     -0.28250883E-01     -0.28368437E-01     -0.36725344E-08     -0.25824207E-07
      39     -0.28255530E-01     -0.28368437E-01     -0.41634915E-08     -0.25824207E-07
      40     -0.28260044E-01     -0.28368437E-01     -0.46519900E-08     -0.25824207E-07
      41     -0.28264265E-01     -0.28368437E-01     -0.50650018E-08     -0.25824207E-07
      42     -0.28267469E-01     -0.28368437E-01     -0.54658068E-08     -0.25824207E-07
      43     -0.28270973E-01     -0.28368437E-01     -0.55714595E-08     -0.25824207E-07
      44     -0.28273230E-01     -0.28368437E-01     -0.56868643E-08     -0.25824207E-07
      45     -0.28277524E-01     -0.28368437E-01     -0.59940119E-08     -0.25824207E-07
      46     -0.28280249E-01     -0.28368437E-01     -0.61474682E-08     -0.25824207E-07
      47     -0.28282335E-01     -0.28368437E-01     -0.64222804E-08     -0.25824207E-07
      48     -0.28284981E-01     -0.28368437E-01     -0.66799643E-08     -0.25824207E-07
      49     -0.28286590E-01     -0.28368437E-01     -0.69667192E-08     -0.25824207E-07
      50     -0.28288063E-01     -0.28368437E-01     -0.72597928E-08     -0.25824207E-07
      51     -0.28289604E-01     -0.28368437E-01     -0.75529779E-08     -0.25824207E-07
      52     -0.28291054E-01     -0.28368437E-01     -0.78592152E-08     -0.25824207E-07
      53     -0.28292675E-01     -0.28368437E-01     -0.81338270E-08     -0.25824207E-07
      54     -0.28294744E-01     -0.28368437E-01     -0.84348085E-08     -0.25824207E-07
      55     -0.28297710E-01     -0.28368437E-01     -0.86143411E-08     -0.25824207E-07
      56     -0.28301052E-01     -0.28368437E-01     -0.88047446E-08     -0.25824207E-07
      57     -0.28302267E-01     -0.28368437E-01     -0.88132397E-08     -0.25824207E-07
      58     -0.28304168E-01     -0.28368437E-01     -0.88214290E-08     -0.25824207E-07
      59     -0.28306070E-01     -0.28368437E-01     -0.88358816E-08     -0.25824207E-07
      60     -0.28307436E-01     -0.28368437E-01     -0.88488066E-08     -0.25824207E-07
      61     -0.28308007E-01     -0.28368437E-01     -0.91784044E-08     -0.25824207E-07
      62     -0.28308551E-01     -0.28368437E-01     -0.95089718E-08     -0.25824207E-07
      63     -0.28309121E-01     -0.28368437E-01     -0.98537824E-08     -0.25824207E-07
      64     -0.28309688E-01     -0.28368437E-01     -0.10168980E-07     -0.25824207E-07
      65     -0.28310518E-01     -0.28368437E-01     -0.10515697E-07     -0.25824207E-07
      66     -0.28311124E-01     -0.28368437E-01     -0.10722102E-07     -0.25824207E-07
      67     -0.28312056E-01     -0.28368437E-01     -0.11091595E-07     -0.25824207E-07
      68     -0.28313053E-01     -0.28368437E-01     -0.11488109E-07     -0.25824207E-07
      69     -0.28313315E-01     -0.28368437E-01     -0.11530710E-07     -0.25824207E-07
      70     -0.28313535E-01     -0.28368437E-01     -0.11574089E-07     -0.25824207E-07
      71     -0.28315519E-01     -0.28368437E-01     -0.11844689E-07     -0.25824207E-07
      72     -0.28317595E-01     -0.28368437E-01     -0.12114085E-07     -0.25824207E-07
      73     -0.28319054E-01     -0.28368437E-01     -0.12477765E-07     -0.25824207E-07
      74     -0.28320455E-01     -0.28368437E-01     -0.12766991E-07     -0.25824207E-07
      75     -0.28321986E-01     -0.28368437E-01     -0.13119693E-07     -0.25824207E-07
      76     -0.28323547E-01     -0.28368437E-01     -0.13547707E-07     -0.25824207E-07
      77     -0.28324722E-01     -0.28368437E-01     -0.13749486E-07     -0.25824207E-07
      78     -0.28325564E-01     -0.28368437E-01     -0.13962791E-07     -0.25824207E-07
      79     -0.28326670E-01     -0.28368437E-01     -0.14167604E-07     -0.25824207E-07
      80     -0.28327980E-01     -0.28368437E-01     -0.14375859E-07     -0.25824207E-07
      81     -0.28328579E-01     -0.28368437E-01     -0.14597985E-07     -0.25824207E-07
      82     -0.28329409E-01     -0.28368437E-01     -0.14835881E-07     -0.25824207E-07
      83     -0.28329686E-01     -0.28368437E-01     -0.14892587E-07     -0.25824207E-07
      84     -0.28330428E-01     -0.28368437E-01     -0.14969535E-07     -0.25824207E-07
      85     -0.28330912E-01     -0.28368437E-01     -0.15123004E-07     -0.25824207E-07
      86     -0.28331239E-01     -0.28368437E-01     -0.15360655E-07     -0.25824207E-07
      87     -0.28331851E-01     -0.28368437E-01     -0.15528617E-07     -0.25824207E-07
      88     -0.28332578E-01     -0.28368437E-01     -0.15612116E-07     -0.25824207E-07
      89     -0.28332849E-01     -0.28368437E-01     -0.15714114E-07     -0.25824207E-07
      90     -0.28333049E-01     -0.28368437E-01     -0.15835559E-07     -0.25824207E-07
      91     -0.28333269E-01     -0.28368437E-01     -0.15922639E-07     -0.25824207E-07
 
# q=  0.00000000E+00  0.50000000E+00  0.50000000E+00  (qpt 3)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.39081453E-02     -0.37207398E-01     -0.77293046E-10     -0.33764072E-07
       2     -0.90591790E-02     -0.37207398E-01     -0.15277446E-09     -0.33764072E-07
       3     -0.14110700E-01     -0.37207398E-01     -0.21132980E-09     -0.33764072E-07
       4     -0.19050845E-01     -0.37207398E-01     -0.26655005E-09     -0.33764072E-07
       5     -0.22054472E-01     -0.37207398E-01     -0.33407827E-09     -0.33764072E-07
       6     -0.25109356E-01     -0.37207398E-01     -0.38316877E-09     -0.33764072E-07
       7     -0.26226022E-01     -0.37207398E-01     -0.41882613E-09     -0.33764072E-07
       8     -0.27340252E-01     -0.37207398E-01     -0.45774353E-09     -0.33764072E-07
       9     -0.28177243E-01     -0.37207398E-01     -0.65040871E-09     -0.33764072E-07
      10     -0.29209512E-01     -0.37207398E-01     -0.77971971E-09     -0.33764072E-07
      11     -0.30164150E-01     -0.37207398E-01     -0.96021972E-09     -0.33764072E-07
      12     -0.31081277E-01     -0.37207398E-01     -0.10960177E-08     -0.33764072E-07
      13     -0.31673362E-01     -0.37207398E-01     -0.12790387E-08     -0.33764072E-07
      14     -0.32265448E-01     -0.37207398E-01     -0.13732715E-08     -0.33764072E-07
      15     -0.32895601E-01     -0.37207398E-01     -0.15654117E-08     -0.33764072E-07
      16     -0.33525755E-01     -0.37207398E-01     -0.16691378E-08     -0.33764072E-07
      17     -0.34096099E-01     -0.37207398E-01     -0.17212470E-08     -0.33764072E-07
      18     -0.34616795E-01     -0.37207398E-01     -0.17798272E-08     -0.33764072E-07
      19     -0.35219083E-01     -0.37207398E-01     -0.18207438E-08     -0.33764072E-07
      20     -0.35765717E-01     -0.37207398E-01     -0.18669386E-08     -0.33764072E-07
      21     -0.35815090E-01     -0.37207398E-01     -0.20212202E-08     -0.33764072E-07
      22     -0.35944237E-01     -0.37207398E-01     -0.21621189E-08     -0.33764072E-07
      23     -0.36077501E-01     -0.37207398E-01     -0.23178597E-08     -0.33764072E-07
      24     -0.36142477E-01     -0.37207398E-01     -0.24884584E-08     -0.33764072E-07
      25     -0.36219700E-01     -0.37207398E-01     -0.26455456E-08     -0.33764072E-07
      26     -0.36297367E-01     -0.37207398E-01     -0.27790123E-08     -0.33764072E-07
      27     -0.36374313E-01     -0.37207398E-01     -0.29360748E-08     -0.33764072E-07
      28     -0.36451334E-01     -0.37207398E-01     -0.30660716E-08     -0.33764072E-07
      29     -0.36550738E-01     -0.37207398E-01     -0.32218050E-08     -0.33764072E-07
      30     -0.36650265E-01     -0.37207398E-01     -0.33958197E-08     -0.33764072E-07
      31     -0.36749937E-01     -0.37207398E-01     -0.35616509E-08     -0.33764072E-07
      32     -0.36849156E-01     -0.37207398E-01     -0.37197887E-08     -0.33764072E-07
      33     -0.36867255E-01     -0.37207398E-01     -0.38252189E-08     -0.33764072E-07
      34     -0.36892306E-01     -0.37207398E-01     -0.39395463E-08     -0.33764072E-07
      35     -0.36922918E-01     -0.37207398E-01     -0.40239402E-08     -0.33764072E-07
      36     -0.36958848E-01     -0.37207398E-01     -0.41109183E-08     -0.33764072E-07
      37     -0.36974922E-01     -0.37207398E-01     -0.42623003E-08     -0.33764072E-07
      38     -0.36990530E-01     -0.37207398E-01     -0.44282132E-08     -0.33764072E-07
      39     -0.36994753E-01     -0.37207398E-01     -0.46526386E-08     -0.33764072E-07
      40     -0.36999372E-01     -0.37207398E-01     -0.48746216E-08     -0.33764072E-07
      41     -0.37008191E-01     -0.37207398E-01     -0.50553014E-08     -0.33764072E-07
      42     -0.37016570E-01     -0.37207398E-01     -0.52489025E-08     -0.33764072E-07
      43     -0.37036647E-01     -0.37207398E-01     -0.53347000E-08     -0.33764072E-07
      44     -0.37057764E-01     -0.37207398E-01     -0.54464428E-08     -0.33764072E-07
      45     -0.37064432E-01     -0.37207398E-01     -0.55442038E-08     -0.33764072E-07
      46     -0.37070883E-01     -0.37207398E-01     -0.56863805E-08     -0.33764072E-07
      47     -0.37072198E-01     -0.37207398E-01     -0.59063964E-08     -0.33764072E-07
      48     -0.37074088E-01     -0.37207398E-01     -0.61275022E-08     -0.33764072E-07
      49     -0.37076381E-01     -0.37207398E-01     -0.63093167E-08     -0.33764072E-07
      50     -0.37078635E-01     -0.37207398E-01     -0.64990811E-08     -0.33764072E-07
      51     -0.37082456E-01     -0.37207398E-01     -0.67487564E-08     -0.33764072E-07
      52     -0.37086665E-01     -0.37207398E-01     -0.68629007E-08     -0.33764072E-07
      53     -0.37089984E-01     -0.37207398E-01     -0.71487791E-08     -0.33764072E-07
      54     -0.37093524E-01     -0.37207398E-01     -0.74757358E-08     -0.33764072E-07
      55     -0.37101161E-01     -0.37207398E-01     -0.78052451E-08     -0.33764072E-07
      56     -0.37108799E-01     -0.37207398E-01     -0.81968843E-08     -0.33764072E-07
      57     -0.37114574E-01     -0.37207398E-01     -0.82484628E-08     -0.33764072E-07
      58     -0.37118228E-01     -0.37207398E-01     -0.83089812E-08     -0.33764072E-07
      59     -0.37121222E-01     -0.37207398E-01     -0.83312153E-08     -0.33764072E-07
      60     -0.37127237E-01     -0.37207398E-01     -0.83640530E-08     -0.33764072E-07
      61     -0.37128508E-01     -0.37207398E-01     -0.84635760E-08     -0.33764072E-07
      62     -0.37129778E-01     -0.37207398E-01     -0.85638176E-08     -0.33764072E-07
      63     -0.37131048E-01     -0.37207398E-01     -0.86627375E-08     -0.33764072E-07
      64     -0.37132309E-01     -0.37207398E-01     -0.87639280E-08     -0.33764072E-07
      65     -0.37133705E-01     -0.37207398E-01     -0.89838934E-08     -0.33764072E-07
      66     -0.37135077E-01     -0.37207398E-01     -0.91319708E-08     -0.33764072E-07
      67     -0.37136350E-01     -0.37207398E-01     -0.93965263E-08     -0.33764072E-07
      68     -0.37137621E-01     -0.37207398E-01     -0.96669017E-08     -0.33764072E-07
      69     -0.37139235E-01     -0.37207398E-01     -0.97378088E-08     -0.33764072E-07
      70     -0.37140051E-01     -0.37207398E-01     -0.98060958E-08     -0.33764072E-07
      71     -0.37142223E-01     -0.37207398E-01     -0.99170009E-08     -0.33764072E-07
      72     -0.37145019E-01     -0.37207398E-01     -0.10030120E-07     -0.33764072E-07
      73     -0.37147208E-01     -0.37207398E-01     -0.10487514E-07     -0.33764072E-07
      74     -0.37149394E-01     -0.37207398E-01     -0.10861247E-07     -0.33764072E-07
      75     -0.37151586E-01     -0.37207398E-01     -0.11312192E-07     -0.33764072E-07
      76     -0.37153781E-01     -0.37207398E-01     -0.11846823E-07     -0.33764072E-07
      77     -0.37154683E-01     -0.37207398E-01     -0.12176052E-07     -0.33764072E-07
      78     -0.37155589E-01     -0.37207398E-01     -0.12457747E-07     -0.33764072E-07
      79     -0.37156495E-01     -0.37207398E-01     -0.12775509E-07     -0.33764072E-07
      80     -0.37157397E-01     -0.37207398E-01     -0.13127495E-07     -0.33764072E-07
      81     -0.37157892E-01     -0.37207398E-01     -0.13441168E-07     -0.33764072E-07
      82     -0.37158387E-01     -0.37207398E-01     -0.13767898E-07     -0.33764072E-07
      83     -0.37158937E-01     -0.37207398E-01     -0.13925024E-07     -0.33764072E-07
      84     -0.37159490E-01     -0.37207398E-01     -0.14157348E-07     -0.33764072E-07
      85     -0.37160307E-01     -0.37207398E-01     -0.14501243E-07     -0.33764072E-07
      86     -0.37161029E-01     -0.37207398E-01     -0.14817380E-07     -0.33764072E-07
      87     -0.37161677E-01     -0.37207398E-01     -0.15029492E-07     -0.33764072E-07
      88     -0.37162420E-01     -0.37207398E-01     -0.15268995E-07     -0.33764072E-07
      89     -0.37162668E-01     -0.37207398E-01     -0.15412538E-07     -0.33764072E-07
      90     -0.37162985E-01     -0.37207398E-01     -0.15609152E-07     -0.33764072E-07
      91     -0.37163234E-01     -0.37207398E-01     -0.15745542E-07     -0.33764072E-07
 
# q=  0.50000000E+00  0.50000000E+00  0.50000000E+00  (qpt 4)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.43421646E-02     -0.28369195E-01     -0.38949802E-09     -0.32750218E-07
       2     -0.88600777E-02     -0.28369195E-01     -0.76314191E-09     -0.32750218E-07
       3     -0.11428237E-01     -0.28369195E-01     -0.85312864E-09     -0.32750218E-07
       4     -0.14086493E-01     -0.28369195E-01     -0.93759183E-09     -0.32750218E-07
       5     -0.16192928E-01     -0.28369195E-01     -0.97244659E-09     -0.32750218E-07
       6     -0.18292737E-01     -0.28369195E-01     -0.10092623E-08     -0.32750218E-07
       7     -0.18851385E-01     -0.28369195E-01     -0.10322545E-08     -0.32750218E-07
       8     -0.19411281E-01     -0.28369195E-01     -0.10552394E-08     -0.32750218E-07
       9     -0.20244917E-01     -0.28369195E-01     -0.12147561E-08     -0.32750218E-07
      10     -0.21227736E-01     -0.28369195E-01     -0.15047866E-08     -0.32750218E-07
      11     -0.22080733E-01     -0.28369195E-01     -0.16775615E-08     -0.32750218E-07
      12     -0.23056290E-01     -0.28369195E-01     -0.19647816E-08     -0.32750218E-07
      13     -0.23745608E-01     -0.28369195E-01     -0.20177371E-08     -0.32750218E-07
      14     -0.24453398E-01     -0.28369195E-01     -0.20751027E-08     -0.32750218E-07
      15     -0.25033262E-01     -0.28369195E-01     -0.21173134E-08     -0.32750218E-07
      16     -0.25631231E-01     -0.28369195E-01     -0.21638780E-08     -0.32750218E-07
      17     -0.26102903E-01     -0.28369195E-01     -0.22181828E-08     -0.32750218E-07
      18     -0.26667293E-01     -0.28369195E-01     -0.22677639E-08     -0.32750218E-07
      19     -0.27114962E-01     -0.28369195E-01     -0.23205692E-08     -0.32750218E-07
      20     -0.27657537E-01     -0.28369195E-01     -0.23645573E-08     -0.32750218E-07
      21     -0.27732161E-01     -0.28369195E-01     -0.26567731E-08     -0.32750218E-07
      22     -0.27808138E-01     -0.28369195E-01     -0.29560038E-08     -0.32750218E-07
      23     -0.27870069E-01     -0.28369195E-01     -0.30861546E-08     -0.32750218E-07
      24     -0.27929220E-01     -0.28369195E-01     -0.32091937E-08     -0.32750218E-07
      25     -0.27950183E-01     -0.28369195E-01     -0.33866175E-08     -0.32750218E-07
      26     -0.27972495E-01     -0.28369195E-01     -0.35226292E-08     -0.32750218E-07
      27     -0.27995233E-01     -0.28369195E-01     -0.36472625E-08     -0.32750218E-07
      28     -0.28018133E-01     -0.28369195E-01     -0.37926435E-08     -0.32750218E-07
      29     -0.28039436E-01     -0.28369195E-01     -0.39098630E-08     -0.32750218E-07
      30     -0.28079542E-01     -0.28369195E-01     -0.40361584E-08     -0.32750218E-07
      31     -0.28115451E-01     -0.28369195E-01     -0.41841911E-08     -0.32750218E-07
      32     -0.28140917E-01     -0.28369195E-01     -0.43231470E-08     -0.32750218E-07
      33     -0.28162641E-01     -0.28369195E-01     -0.44410306E-08     -0.32750218E-07
      34     -0.28184333E-01     -0.28369195E-01     -0.45483759E-08     -0.32750218E-07
      35     -0.28211610E-01     -0.28369195E-01     -0.46606038E-08     -0.32750218E-07
      36     -0.28240161E-01     -0.28369195E-01     -0.47584594E-08     -0.32750218E-07
      37     -0.28245334E-01     -0.28369195E-01     -0.50448239E-08     -0.32750218E-07
      38     -0.28250534E-01     -0.28369195E-01     -0.53255096E-08     -0.32750218E-07
      39     -0.28255366E-01     -0.28369195E-01     -0.56385272E-08     -0.32750218E-07
      40     -0.28258694E-01     -0.28369195E-01     -0.59535936E-08     -0.32750218E-07
      41     -0.28262707E-01     -0.28369195E-01     -0.61804485E-08     -0.32750218E-07
      42     -0.28267273E-01     -0.28369195E-01     -0.64079837E-08     -0.32750218E-07
      43     -0.28270186E-01     -0.28369195E-01     -0.64987979E-08     -0.32750218E-07
