# Generated by LORRAX 0.1.0 at 2026-05-14 22:10:38 UTC
# Sigma frequency debug decomposition (per-(k, n) diagonals; all energies in eV).
# k               	n               	E_dft           	Edft-Ef         	kin_ion         	V_H             	x_bare          	x_head          	sex_0           	coh_0           	eqp0            	eqp1            

k-point 0:
               1	              25	       -6.289896	       -6.289896	     -453.898123	     +433.808076	      -16.374812	       -3.563713	      -16.374812	       +0.000000	      -52.839671	      -52.839671
               1	              26	       -3.056465	       -3.056465	     -471.082893	     +484.110176	      -11.730172	       +0.000000	      -11.730172	       +0.000000	      -10.433062	      -10.433062
               1	              27	       -3.056463	       -3.056463	     -471.083426	     +484.110176	      -11.730172	       +0.000000	      -11.730172	       +0.000000	      -10.433594	      -10.433594
               1	              28	       -2.954589	       -2.954589	     -443.853373	     +454.366360	      -11.288624	       +0.000000	      -11.288624	       +0.000000	      -12.064261	      -12.064261
               1	              29	       -2.954586	       -2.954586	     -443.853902	     +454.366360	      -11.288624	       +0.000000	      -11.288624	       +0.000000	      -12.064790	      -12.064790
               1	              30	       -1.863615	       -1.863615	     -423.441413	     +423.725560	       -9.991119	       +0.000000	       -9.991119	       +0.000000	      -19.698090	      -19.698090
               1	              31	       -1.863615	       -1.863615	     -423.441448	     +423.725560	       -9.991119	       +0.000000	       -9.991119	       +0.000000	      -19.698125	      -19.698125
               1	              32	       -1.263892	       -1.263892	     -409.709475	     +414.121635	      -10.618179	       +0.000000	      -10.618179	       +0.000000	      -16.824198	      -16.824198
               1	              33	       -1.263891	       -1.263891	     -409.709508	     +414.121635	      -10.618179	       +0.000000	      -10.618179	       +0.000000	      -16.824231	      -16.824231
               1	              34	       +2.649882	       +2.649882	     -331.609818	     +285.395523	       -4.541762	       +0.000000	       -4.541762	       +0.000000	      -55.297819	      -55.297819
               1	              35	       +2.649882	       +2.649882	     -331.609857	     +285.395523	       -4.541762	       +0.000000	       -4.541762	       +0.000000	      -55.297858	      -55.297858
               1	              36	       +2.893230	       +2.893230	     -306.248813	     +300.855724	       -4.642364	       +0.000000	       -4.642364	       +0.000000	      -14.677817	      -14.677817
               1	              37	       +2.893230	       +2.893230	     -306.248817	     +300.855724	       -4.642364	       +0.000000	       -4.642364	       +0.000000	      -14.677821	      -14.677821
               1	              38	       +3.304598	       +3.304598	     -317.505152	     +318.166528	       -5.505329	       +0.000000	       -5.505329	       +0.000000	      -10.349281	      -10.349281
               1	              39	       +3.304598	       +3.304598	     -317.505198	     +318.166528	       -5.505329	       +0.000000	       -5.505329	       +0.000000	      -10.349327	      -10.349327
               1	              40	       +5.155272	       +5.155272	     -198.008719	     +210.546066	       -3.988229	       +0.000000	       -3.988229	       +0.000000	       +4.560889	       +4.560889
               1	              41	       +5.155272	       +5.155272	     -198.008698	     +210.546066	       -3.988229	       +0.000000	       -3.988229	       +0.000000	       +4.560910	       +4.560910
               1	              42	       +5.593537	       +5.593537	     -276.755942	     +278.000000	       -4.994120	       +0.000000	       -4.994120	       +0.000000	       -8.744182	       -8.744182
               1	              43	       +5.593537	       +5.593537	     -276.755916	     +278.000000	       -4.994120	       +0.000000	       -4.994120	       +0.000000	       -8.744156	       -8.744156
               1	              44	       +7.168541	       +7.168541	     -355.897135	     +332.582042	       -4.724201	       +0.000000	       -4.724201	       +0.000000	      -32.763495	      -32.763495
               1	              45	       +7.168542	       +7.168542	     -355.897222	     +332.582042	       -4.724201	       +0.000000	       -4.724201	       +0.000000	      -32.763582	      -32.763582
               1	              46	       +7.616676	       +7.616676	     -164.648457	     +166.919307	       -2.820340	       +0.000000	       -2.820340	       +0.000000	       -3.369829	       -3.369829
               1	              47	       +7.616676	       +7.616676	     -164.648442	     +166.919307	       -2.820340	       +0.000000	       -2.820340	       +0.000000	       -3.369814	       -3.369814
               1	              48	       +7.719677	       +7.719677	     -295.292691	     +330.129867	       -4.091186	       +0.000000	       -4.091186	       +0.000000	      +26.654804	      +26.654804
               1	              49	       +7.719677	       +7.719677	     -295.292731	     +330.129867	       -4.091186	       +0.000000	       -4.091186	       +0.000000	      +26.654764	      +26.654764
               1	              50	       +9.143826	       +9.143826	     -304.324860	     +254.987837	       -3.544122	       +0.000000	       -3.544122	       +0.000000	      -56.425268	      -56.425268
               1	              51	       +9.143826	       +9.143826	     -304.324862	     +254.987837	       -3.544122	       +0.000000	       -3.544122	       +0.000000	      -56.425270	      -56.425270
               1	              52	       +9.711199	       +9.711199	     -196.203417	     +131.524705	       -2.491211	       +0.000000	       -2.491211	       +0.000000	      -69.661135	      -69.661135
               1	              53	       +9.711199	       +9.711199	     -196.203253	     +131.524705	       -2.491211	       +0.000000	       -2.491211	       +0.000000	      -69.660971	      -69.660971
               1	              54	      +10.065543	      +10.065543	     -329.148789	     +183.914659	       -3.287322	       +0.000000	       -3.287322	       +0.000000	     -151.808773	     -151.808773
               1	              55	      +10.065543	      +10.065543	     -329.148716	     +183.914659	       -3.287322	       +0.000000	       -3.287322	       +0.000000	     -151.808700	     -151.808700

k-point 2:
               2	               0	      -65.392799	      -65.392799	     -633.749368	     +573.266921	      -39.198773	       -3.563713	      -39.198773	       +0.000000	     -138.879993	     -138.879993
               2	               1	      -65.392799	      -65.392799	     -633.749368	     +573.266921	      -39.198773	       -3.563713	      -39.198773	       +0.000000	     -138.879993	     -138.879993
               2	               2	      -42.080407	      -42.080407	     -603.472686	     +576.317768	      -33.798524	       -3.563713	      -33.798524	       +0.000000	      -94.751967	      -94.751967
               2	               3	      -42.080407	      -42.080407	     -603.472687	     +576.317768	      -33.798524	       -3.563713	      -33.798524	       +0.000000	      -94.751967	      -94.751967
               2	               4	      -39.576634	      -39.576634	     -596.501340	     +578.755116	      -33.161083	       -3.563713	      -33.161083	       +0.000000	      -84.068390	      -84.068390
               2	               5	      -39.576634	      -39.576634	     -596.501337	     +578.755116	      -33.161083	       -3.563713	      -33.161083	       +0.000000	      -84.068386	      -84.068386
               2	               6	      -39.426548	      -39.426548	     -600.838784	     +590.211592	      -33.257349	       -3.563713	      -33.257349	       +0.000000	      -77.141891	      -77.141891
               2	               7	      -39.426548	      -39.426548	     -600.838788	     +590.211592	      -33.257349	       -3.563713	      -33.257349	       +0.000000	      -77.141895	      -77.141895
               2	               8	      -18.084493	      -18.084493	     -387.755499	     +401.636848	      -22.387946	       -3.563713	      -22.387946	       +0.000000	      -30.894543	      -30.894543
               2	               9	      -18.084493	      -18.084493	     -387.755500	     +401.636848	      -22.387946	       -3.563713	      -22.387946	       +0.000000	      -30.894544	      -30.894544
               2	              10	      -17.638783	      -17.638783	     -371.715020	     +377.484692	      -22.001144	       -3.563713	      -22.001144	       +0.000000	      -38.232615	      -38.232615
               2	              11	      -17.638783	      -17.638783	     -371.715020	     +377.484692	      -22.001144	       -3.563713	      -22.001144	       +0.000000	      -38.232615	      -38.232615
               2	              12	      -10.524665	      -10.524665	     -417.797227	     +422.635308	      -17.741866	       -3.563713	      -17.741866	       +0.000000	      -30.645651	      -30.645651
               2	              13	      -10.524665	      -10.524665	     -417.797234	     +422.635308	      -17.741866	       -3.563713	      -17.741866	       +0.000000	      -30.645658	      -30.645658
               2	              14	       -9.566583	       -9.566583	     -378.705672	     +382.688899	      -17.237879	       -3.563713	      -17.237879	       +0.000000	      -30.492531	      -30.492531
               2	              15	       -9.566583	       -9.566583	     -378.705675	     +382.688899	      -17.237879	       -3.563713	      -17.237879	       +0.000000	      -30.492535	      -30.492535
               2	              16	       -9.176330	       -9.176330	     -371.675647	     +375.090338	      -16.822701	       -3.563713	      -16.822701	       +0.000000	      -30.230712	      -30.230712
               2	              17	       -9.176330	       -9.176330	     -371.675645	     +375.090338	      -16.822701	       -3.563713	      -16.822701	       +0.000000	      -30.230710	      -30.230710
               2	              18	       -8.120290	       -8.120290	     -440.824740	     +444.119003	      -18.348115	       -3.563713	      -18.348115	       +0.000000	      -33.401967	      -33.401967
               2	              19	       -8.120290	       -8.120290	     -440.824751	     +444.119003	      -18.348115	       -3.563713	      -18.348115	       +0.000000	      -33.401977	      -33.401977
               2	              20	       -7.044058	       -7.044058	     -314.721588	     +328.054436	      -16.377983	       -3.563713	      -16.377983	       +0.000000	      -19.423117	      -19.423117
               2	              21	       -7.044058	       -7.044058	     -314.721599	     +328.054436	      -16.377983	       -3.563713	      -16.377983	       +0.000000	      -19.423128	      -19.423128
               2	              22	       -6.595082	       -6.595082	     -417.091137	     +415.785532	      -17.075062	       -3.563713	      -17.075062	       +0.000000	      -35.455728	      -35.455728
               2	              23	       -6.595079	       -6.595079	     -417.090832	     +415.785532	      -17.075062	       -3.563713	      -17.075062	       +0.000000	      -35.455423	      -35.455423
               2	              24	       -6.289900	       -6.289900	     -453.898444	     +433.808076	      -16.374812	       -3.563713	      -16.374812	       +0.000000	      -52.839992	      -52.839992
               2	              25	       -6.289896	       -6.289896	     -453.898123	     +433.808076	      -16.374812	       -3.563713	      -16.374812	       +0.000000	      -52.839671	      -52.839671
               2	              26	       -3.056465	       -3.056465	     -471.082893	     +484.110176	      -11.730172	       +0.000000	      -11.730172	       +0.000000	      -10.433062	      -10.433062
               2	              27	       -3.056463	       -3.056463	     -471.083426	     +484.110176	      -11.730172	       +0.000000	      -11.730172	       +0.000000	      -10.433594	      -10.433594
               2	              28	       -2.954589	       -2.954589	     -443.853373	     +454.366360	      -11.288624	       +0.000000	      -11.288624	       +0.000000	      -12.064261	      -12.064261
               2	              29	       -2.954586	       -2.954586	     -443.853902	     +454.366360	      -11.288624	       +0.000000	      -11.288624	       +0.000000	      -12.064790	      -12.064790
               2	              30	       -1.863615	       -1.863615	     -423.441413	     +423.725560	       -9.991119	       +0.000000	       -9.991119	       +0.000000	      -19.698090	      -19.698090
               2	              31	       -1.863615	       -1.863615	     -423.441448	     +423.725560	       -9.991119	       +0.000000	       -9.991119	       +0.000000	      -19.698125	      -19.698125
               2	              32	       -1.263892	       -1.263892	     -409.709475	     +414.121635	      -10.618179	       +0.000000	      -10.618179	       +0.000000	      -16.824198	      -16.824198
               2	              33	       -1.263891	       -1.263891	     -409.709508	     +414.121635	      -10.618179	       +0.000000	      -10.618179	       +0.000000	      -16.824231	      -16.824231
               2	              34	       +2.649882	       +2.649882	     -331.609818	     +285.395523	       -4.541762	       +0.000000	       -4.541762	       +0.000000	      -55.297819	      -55.297819
               2	              35	       +2.649882	       +2.649882	     -331.609857	     +285.395523	       -4.541762	       +0.000000	       -4.541762	       +0.000000	      -55.297858	      -55.297858
               2	              36	       +2.893230	       +2.893230	     -306.248813	     +300.855724	       -4.642364	       +0.000000	       -4.642364	       +0.000000	      -14.677817	      -14.677817
               2	              37	       +2.893230	       +2.893230	     -306.248817	     +300.855724	       -4.642364	       +0.000000	       -4.642364	       +0.000000	      -14.677821	      -14.677821
               2	              38	       +3.304598	       +3.304598	     -317.505152	     +318.166528	       -5.505329	       +0.000000	       -5.505329	       +0.000000	      -10.349281	      -10.349281
               2	              39	       +3.304598	       +3.304598	     -317.505198	     +318.166528	       -5.505329	       +0.000000	       -5.505329	       +0.000000	      -10.349327	      -10.349327
               2	              40	       +5.155272	       +5.155272	     -198.008719	     +210.546066	       -3.988229	       +0.000000	       -3.988229	       +0.000000	       +4.560889	       +4.560889
               2	              41	       +5.155272	       +5.155272	     -198.008698	     +210.546066	       -3.988229	       +0.000000	       -3.988229	       +0.000000	       +4.560910	       +4.560910
               2	              42	       +5.593537	       +5.593537	     -276.755942	     +278.000000	       -4.994120	       +0.000000	       -4.994120	       +0.000000	       -8.744182	       -8.744182
               2	              43	       +5.593537	       +5.593537	     -276.755916	     +278.000000	       -4.994120	       +0.000000	       -4.994120	       +0.000000	       -8.744156	       -8.744156
               2	              44	       +7.168541	       +7.168541	     -355.897135	     +332.582042	       -4.724201	       +0.000000	       -4.724201	       +0.000000	      -32.763495	      -32.763495
               2	              45	       +7.168542	       +7.168542	     -355.897222	     +332.582042	       -4.724201	       +0.000000	       -4.724201	       +0.000000	      -32.763582	      -32.763582
               2	              46	       +7.616676	       +7.616676	     -164.648457	     +166.919307	       -2.820340	       +0.000000	       -2.820340	       +0.000000	       -3.369829	       -3.369829
               2	              47	       +7.616676	       +7.616676	     -164.648442	     +166.919307	       -2.820340	       +0.000000	       -2.820340	       +0.000000	       -3.369814	       -3.369814
               2	              48	       +7.719677	       +7.719677	     -295.292691	     +330.129867	       -4.091186	       +0.000000	       -4.091186	       +0.000000	      +26.654804	      +26.654804
               2	              49	       +7.719677	       +7.719677	     -295.292731	     +330.129867	       -4.091186	       +0.000000	       -4.091186	       +0.000000	      +26.654764	      +26.654764
               2	              50	       +9.143826	       +9.143826	     -304.324860	     +254.987837	       -3.544122	       +0.000000	       -3.544122	       +0.000000	      -56.425268	      -56.425268
               2	              51	       +9.143826	       +9.143826	     -304.324862	     +254.987837	       -3.544122	       +0.000000	       -3.544122	       +0.000000	      -56.425270	      -56.425270
               2	              52	       +9.711199	       +9.711199	     -196.203417	     +131.524705	       -2.491211	       +0.000000	       -2.491211	       +0.000000	      -69.661135	      -69.661135
               2	              53	       +9.711199	       +9.711199	     -196.203253	     +131.524705	       -2.491211	       +0.000000	       -2.491211	       +0.000000	      -69.660971	      -69.660971
               2	              54	      +10.065543	      +10.065543	     -329.148789	     +183.914659	       -3.287322	       +0.000000	       -3.287322	       +0.000000	     -151.808773	     -151.808773
               2	              55	      +10.065543	      +10.065543	     -329.148716	     +183.914659	       -3.287322	       +0.000000	       -3.287322	       +0.000000	     -151.808700	     -151.808700

k-point 3:
               3	               0	      -65.392799	      -65.392799	     -633.749367	     +576.347989	      -38.960634	       -3.563713	      -38.960634	       +0.000000	     -135.322646	     -135.322646
               3	               1	      -65.392799	      -65.392799	     -633.749367	     +576.347989	      -38.960634	       -3.563713	      -38.960634	       +0.000000	     -135.322646	     -135.322646
               3	               2	      -42.080407	      -42.080407	     -603.472685	     +575.858297	      -33.789835	       -3.563713	      -33.789835	       +0.000000	      -95.194058	      -95.194058
               3	               3	      -42.080407	      -42.080407	     -603.472685	     +575.858297	      -33.789835	       -3.563713	      -33.789835	       +0.000000	      -95.194058	      -95.194058
               3	               4	      -39.576634	      -39.576634	     -596.501332	     +578.645175	      -33.120526	       -3.563713	      -33.120526	       +0.000000	      -84.097209	      -84.097209
               3	               5	      -39.576634	      -39.576634	     -596.501332	     +578.645175	      -33.120526	       -3.563713	      -33.120526	       +0.000000	      -84.097208	      -84.097208
               3	               6	      -39.426547	      -39.426547	     -600.838795	     +589.122816	      -33.307884	       -3.563713	      -33.307884	       +0.000000	      -78.331747	      -78.331747
               3	               7	      -39.426547	      -39.426547	     -600.838796	     +589.122816	      -33.307884	       -3.563713	      -33.307884	       +0.000000	      -78.331747	      -78.331747
               3	               8	      -18.084495	      -18.084495	     -387.755485	     +403.328933	      -22.321729	       -3.563713	      -22.321729	       +0.000000	      -29.070010	      -29.070010
               3	               9	      -18.084495	      -18.084495	     -387.755484	     +403.328933	      -22.321729	       -3.563713	      -22.321729	       +0.000000	      -29.070010	      -29.070010
               3	              10	      -17.638785	      -17.638785	     -371.715006	     +373.180668	      -21.814042	       -3.563713	      -21.814042	       +0.000000	      -42.162421	      -42.162421
               3	              11	      -17.638785	      -17.638785	     -371.715005	     +373.180668	      -21.814042	       -3.563713	      -21.814042	       +0.000000	      -42.162421	      -42.162421
